type	latitude	longitude	altitude (m)	eos	name	desc
T	22.390736000	114.150383300	195.6			
T	22.390743800	114.150395300	195.5			
T	22.390749200	114.150405000	195.4			
T	22.390754500	114.150416700	195.3			
T	22.390759300	114.150428900	195.2			
T	22.390763800	114.150442200	195.0			
T	22.390773600	114.150476100	194.6			
T	22.390778500	114.150489800	194.5			
T	22.390784000	114.150502300	194.3			
T	22.390788900	114.150511400	194.1			
T	22.390794100	114.150519800	194.0			
T	22.390800100	114.150528000	193.8			
T	22.390809000	114.150537900	193.6			
T	22.390819300	114.150547500	193.3			
T	22.390833900	114.150560100	193.0			
T	22.390840300	114.150566200	192.9			
T	22.390844800	114.150571900	192.8			
T	22.390847700	114.150578800	192.8			
T	22.390848900	114.150585800	192.8			
T	22.390848900	114.150593300	192.9			
T	22.390847900	114.150603500	193.0			
T	22.390845900	114.150614000	193.1			
T	22.390843100	114.150624400	193.3			
T	22.390839500	114.150633600	193.4			
T	22.390834700	114.150643900	193.6			
T	22.390832500	114.150650600	193.7			
T	22.390831200	114.150657300	193.8			
T	22.390830600	114.150663600	193.8			
T	22.390831000	114.150669400	193.9			
T	22.390832200	114.150675400	193.9			
T	22.390834700	114.150683800	193.9			
T	22.390838000	114.150692300	193.9			
T	22.390842200	114.150700700	193.9			
T	22.390854200	114.150720900	193.9			
T	22.390858200	114.150728600	193.9			
T	22.390868100	114.150751600	193.9			
T	22.390871100	114.150761200	194.0			
T	22.390878000	114.150792000	194.2			
T	22.390881400	114.150802000	194.3			
T	22.390885700	114.150809700	194.4			
T	22.390892700	114.150817800	194.4			
T	22.390899100	114.150823300	194.4			
T	22.390906200	114.150828300	194.4			
T	22.390914200	114.150832500	194.4			
T	22.390923700	114.150836600	194.5			
T	22.390936000	114.150840600	194.6			
T	22.391009800	114.150860200	194.9			
T	22.391021400	114.150864000	194.9			
T	22.391031800	114.150868700	195.1			
T	22.391040100	114.150874000	195.2			
T	22.391049300	114.150880900	195.5			
T	22.391057100	114.150888500	195.7			
T	22.391064900	114.150898000	196.1			
T	22.391069100	114.150904400	196.3			
T	22.391072500	114.150911200	196.6			
T	22.391075300	114.150918300	196.9			
T	22.391077900	114.150928400	197.3			
T	22.391093800	114.151023900	201.3			
T	22.391095800	114.151050500	202.4			
T	22.391095400	114.151061300	202.9			
T	22.391093900	114.151071400	203.4			
T	22.391091400	114.151082000	203.8			
T	22.391088200	114.151091800	204.3			
T	22.391084500	114.151101200	204.7			
T	22.391078200	114.151114400	205.2			
T	22.391072000	114.151124200	205.3			
T	22.391065100	114.151133100	205.5			
T	22.391038500	114.151160800	206.0			
T	22.391026300	114.151172300	206.3			
T	22.391014300	114.151182000	206.5			
T	22.390970300	114.151213800	207.2			
T	22.390954500	114.151226700	207.5			
T	22.390942200	114.151238000	207.7			
T	22.390930600	114.151249400	208.0			
T	22.390912600	114.151268800	208.4			
T	22.390900800	114.151282300	208.7			
T	22.390892800	114.151292800	208.9			
T	22.390887900	114.151300200	209.1			
T	22.390883900	114.151308200	209.2			
T	22.390880000	114.151318400	209.4			
T	22.390877200	114.151328600	209.6			
T	22.390875500	114.151338500	209.8			
T	22.390874700	114.151347600	210.0			
T	22.390874800	114.151357200	210.1			
T	22.390875700	114.151368900	210.3			
T	22.390878500	114.151387500	210.7			
T	22.390880800	114.151397700	210.8			
T	22.390892400	114.151428500	211.1			
T	22.390899900	114.151444400	211.2			
T	22.390904000	114.151451200	211.3			
T	22.390909700	114.151457200	211.2			
T	22.390917300	114.151462200	211.2			
T	22.390924800	114.151464800	211.1			
T	22.390934000	114.151466000	210.9			
T	22.390942800	114.151465500	210.8			
T	22.390952400	114.151463400	210.6			
T	22.390962200	114.151460400	210.4			
T	22.391008700	114.151441700	209.7			
T	22.391018900	114.151438300	209.5			
T	22.391037100	114.151434200	209.3			
T	22.391045500	114.151433200	209.2			
T	22.391062300	114.151432900	209.0			
T	22.391069300	114.151433300	208.9			
T	22.391077300	114.151434500	208.8			
T	22.391083300	114.151436500	208.7			
T	22.391089100	114.151439400	208.6			
T	22.391095200	114.151443800	208.4			
T	22.391101400	114.151449300	208.3			
T	22.391106300	114.151454300	208.1			
T	22.391137100	114.151487900	207.4			
T	22.391143900	114.151496000	207.3			
T	22.391150500	114.151505200	207.1			
T	22.391156700	114.151515600	206.9			
T	22.391162500	114.151527300	206.7			
T	22.391168500	114.151544900	206.5			
T	22.391171300	114.151557300	206.3			
T	22.391173900	114.151573400	206.0			
T	22.391179200	114.151621700	205.4			
T	22.391181800	114.151638900	205.1			
T	22.391185100	114.151654900	204.9			
T	22.391188000	114.151665100	204.7			
T	22.391191100	114.151672100	204.8			
T	22.391195500	114.151678000	204.8			
T	22.391200300	114.151682400	204.9			
T	22.391204900	114.151684800	204.9			
T	22.391209100	114.151686100	204.9			
T	22.391213500	114.151686800	204.9			
T	22.391218700	114.151686200	204.8			
T	22.391223600	114.151684600	204.8			
T	22.391229100	114.151680100	204.7			
T	22.391233700	114.151673800	204.6			
T	22.391243700	114.151657300	204.6			
T	22.391247600	114.151649400	204.7			
T	22.391251100	114.151641000	204.8			
T	22.391255700	114.151626900	205.0			
T	22.391257900	114.151617900	205.1			
T	22.391259400	114.151607900	205.2			
T	22.391269000	114.151524700	206.2			
T	22.391269900	114.151512400	206.3			
T	22.391270200	114.151500700	206.5			
T	22.391269800	114.151488800	206.6			
T	22.391269000	114.151480400	206.7			
T	22.391267500	114.151471800	206.8			
T	22.391265300	114.151462600	207.0			
T	22.391255400	114.151429800	207.4			
T	22.391252300	114.151421900	207.6			
T	22.391248600	114.151413700	207.7			
T	22.391233300	114.151384500	208.1			
T	22.391228500	114.151372500	208.1			
T	22.391226800	114.151364300	208.0			
T	22.391225800	114.151356300	208.0			
T	22.391225400	114.151348300	208.0			
T	22.391226100	114.151339300	207.9			
T	22.391227700	114.151330600	207.8			
T	22.391230600	114.151321700	207.8			
T	22.391235000	114.151312000	207.7			
T	22.391240900	114.151302000	207.7			
T	22.391248300	114.151290800	207.6			
T	22.391267800	114.151264300	207.6			
T	22.391274300	114.151256500	207.6			
T	22.391296900	114.151232100	207.7			
T	22.391303800	114.151223700	207.7			
T	22.391309900	114.151214900	207.8			
T	22.391315900	114.151205200	207.8			
T	22.391320900	114.151196000	207.9			
T	22.391325700	114.151186300	207.9			
T	22.391330200	114.151176000	208.0			
T	22.391333300	114.151168000	208.0			
T	22.391335700	114.151161000	208.1			
T	22.391337800	114.151153500	208.1			
T	22.391340000	114.151142200	208.2			
T	22.391342000	114.151129200	208.3			
T	22.391344700	114.151095100	207.8			
T	22.391346000	114.151085200	207.4			
T	22.391348400	114.151073600	207.0			
T	22.391352300	114.151061300	206.6			
T	22.391358000	114.151049500	206.3			
T	22.391363900	114.151039500	206.0			
T	22.391369900	114.151031000	205.8			
T	22.391375400	114.151024600	205.7			
T	22.391382600	114.151018600	205.6			
T	22.391390300	114.151013300	205.4			
T	22.391397600	114.151009600	205.1			
T	22.391404400	114.151007600	204.8			
T	22.391411200	114.151006300	204.5			
T	22.391417700	114.151006300	204.3			
T	22.391424600	114.151007800	204.1			
T	22.391432200	114.151010800	203.9			
T	22.391438400	114.151014200	203.9			
T	22.391444000	114.151018600	203.8			
T	22.391542600	114.151113900	203.5			
T	22.391551100	114.151121400	203.2			
T	22.391558700	114.151127400	203.0			
T	22.391566500	114.151132500	202.8			
T	22.391574200	114.151136500	202.6			
T	22.391583600	114.151140300	202.3			
T	22.391593900	114.151143500	202.0			
T	22.391600400	114.151144700	201.8			
T	22.391612200	114.151145500	201.4			
T	22.391647400	114.151138500	200.1			
T	22.391728600	114.151110500	197.6			
T	22.391745800	114.151105100	197.1			
T	22.391757100	114.151102100	196.7			
T	22.391768900	114.151100000	196.4			
T	22.391778400	114.151099600	196.1			
T	22.391785700	114.151100100	196.0			
T	22.391791200	114.151101200	195.9			
T	22.391800900	114.151104500	195.8			
T	22.391806800	114.151107800	195.8			
T	22.391815400	114.151114000	195.8			
T	22.391823500	114.151121100	195.7			
T	22.391830600	114.151128100	195.6			
T	22.391839500	114.151139700	195.5			
T	22.391846000	114.151149900	195.5			
T	22.391852500	114.151161700	195.4			
T	22.391855600	114.151169600	195.4			
T	22.391858000	114.151178600	195.4			
T	22.391860100	114.151188400	195.4			
T	22.391861800	114.151199100	195.5			
T	22.391862500	114.151209400	195.5			
T	22.391863300	114.151252500	195.9			
T	22.391862600	114.151297600	196.2			
T	22.391862000	114.151308000	196.3			
T	22.391859900	114.151334100	196.6			
T	22.391859500	114.151344700	196.7			
T	22.391859800	114.151356300	196.8			
T	22.391860400	114.151367400	196.9			
T	22.391861800	114.151379600	196.9			
T	22.391866500	114.151412600	196.6			
T	22.391868100	114.151423600	196.4			
T	22.391870200	114.151434100	196.3			
T	22.391875400	114.151451400	195.9			
T	22.391877100	114.151458700	195.8			
T	22.391878800	114.151467200	195.7			
T	22.391881100	114.151484500	195.4			
T	22.391881900	114.151493500	195.3			
T	22.391882300	114.151502500	195.2			
T	22.391881600	114.151514700	195.2			
T	22.391880300	114.151528500	195.1			
T	22.391874300	114.151575500	194.8			
T	22.391873500	114.151584000	194.8			
T	22.391872900	114.151591400	194.7			
T	22.391872600	114.151600300	194.7			
T	22.391872600	114.151608200	194.6			
T	22.391872900	114.151615800	194.5			
T	22.391873900	114.151624600	194.4			
T	22.391875500	114.151632700	194.3			
T	22.391878000	114.151641900	194.1			
T	22.391881700	114.151653400	193.9			
T	22.391884800	114.151660900	193.8			
T	22.391888800	114.151668300	193.6			
T	22.391893800	114.151676200	193.7			
T	22.391899700	114.151684600	193.8			
T	22.391904700	114.151692400	193.8			
T	22.391909400	114.151701500	193.9			
T	22.391915100	114.151713400	194.1			
T	22.391919700	114.151726100	194.3			
T	22.391923100	114.151738700	194.6			
T	22.391925600	114.151753300	194.9			
T	22.391927300	114.151767400	195.3			
T	22.391928400	114.151783600	195.7			
T	22.391928100	114.151795400	196.0			
T	22.391921700	114.151884700	198.6			
T	22.391921200	114.151897500	199.0			
T	22.391921300	114.151908300	199.3			
T	22.391922900	114.151919700	199.6			
T	22.391924900	114.151928600	199.8			
T	22.391928000	114.151936900	200.0			
T	22.391930800	114.151942800	200.1			
T	22.391934000	114.151947600	200.2			
T	22.391937300	114.151951600	200.3			
T	22.391941600	114.151955200	200.4			
T	22.391946900	114.151957900	200.5			
T	22.391952700	114.151959900	200.6			
T	22.391960400	114.151961100	200.6			
T	22.391967000	114.151960200	200.6			
T	22.391974700	114.151957700	200.5			
T	22.391980800	114.151954700	200.4			
T	22.391988500	114.151950000	200.2			
T	22.391995200	114.151944600	200.0			
T	22.392001000	114.151938500	199.8			
T	22.392006100	114.151931900	199.6			
T	22.392009900	114.151924800	199.3			
T	22.392013200	114.151916400	199.0			
T	22.392016200	114.151907300	198.7			
T	22.392019600	114.151893300	198.2			
T	22.392021500	114.151881100	197.8			
T	22.392023900	114.151849100	196.7			
T	22.392025100	114.151838400	196.3			
T	22.392026900	114.151828300	195.9			
T	22.392029300	114.151816800	195.5			
T	22.392032300	114.151807100	195.1			
T	22.392037100	114.151795100	194.6			
T	22.392039600	114.151789900	194.4			
T	22.392043200	114.151783700	194.1			
T	22.392047600	114.151777500	193.9			
T	22.392074000	114.151743500	192.2			
T	22.392079700	114.151737000	191.8			
T	22.392086100	114.151730600	191.5			
T	22.392091000	114.151726500	191.2			
T	22.392099700	114.151720200	190.8			
T	22.392111300	114.151713200	190.3			
T	22.392140600	114.151697100	189.1			
T	22.392147900	114.151690800	188.7			
T	22.392155200	114.151682600	188.2			
T	22.392160800	114.151675300	187.7			
T	22.392166300	114.151667000	187.2			
T	22.392173400	114.151654900	187.0			
T	22.392179300	114.151643700	186.8			
T	22.392184200	114.151633400	186.6			
T	22.392187800	114.151624200	186.5			
T	22.392193900	114.151604300	186.3			
T	22.392196100	114.151595800	186.2			
T	22.392197500	114.151588200	186.1			
T	22.392198300	114.151580700	186.0			
T	22.392200100	114.151546900	185.8			
T	22.392201000	114.151539100	185.7			
T	22.392202600	114.151530900	185.6			
T	22.392205200	114.151521500	185.5			
T	22.392208200	114.151513400	185.3			
T	22.392212000	114.151505400	185.1			
T	22.392216300	114.151498500	185.0			
T	22.392221400	114.151491800	184.8			
T	22.392228800	114.151484300	184.7			
T	22.392236300	114.151478000	184.6			
T	22.392244600	114.151472400	184.6			
T	22.392252600	114.151468300	184.6			
T	22.392261000	114.151464600	184.5			
T	22.392269500	114.151462300	184.5			
T	22.392293800	114.151456900	184.4			
T	22.392307500	114.151455000	184.4			
T	22.392320200	114.151454500	184.4			
T	22.392332100	114.151455100	184.4			
T	22.392342700	114.151456000	184.4			
T	22.392352400	114.151457500	184.4			
T	22.392363900	114.151460000	184.4			
T	22.392375200	114.151463200	184.4			
T	22.392437700	114.151483700	184.7			
T	22.392450900	114.151488500	184.8			
T	22.392464300	114.151494300	184.9			
T	22.392471500	114.151497900	184.9			
T	22.392477700	114.151501800	185.0			
T	22.392485400	114.151508100	185.1			
T	22.392492600	114.151515000	185.3			
T	22.392497200	114.151520900	185.4			
T	22.392499500	114.151524500	185.4			
T	22.392501600	114.151528900	185.5			
T	22.392503100	114.151532900	185.6			
T	22.392504200	114.151536900	185.7			
T	22.392505200	114.151542400	185.8			
T	22.392505700	114.151548100	185.9			
T	22.392505800	114.151556200	186.1			
T	22.392505300	114.151563200	186.2			
T	22.392503800	114.151572700	186.4			
T	22.392501800	114.151581000	186.5			
T	22.392499600	114.151587900	186.6			
T	22.392494000	114.151602800	186.8			
T	22.392490200	114.151614800	187.0			
T	22.392488400	114.151622600	187.1			
T	22.392486900	114.151630800	187.3			
T	22.392485800	114.151638800	187.4			
T	22.392485600	114.151647100	187.6			
T	22.392486300	114.151660900	187.8			
T	22.392487200	114.151667300	187.9			
T	22.392488700	114.151674200	188.3			
T	22.392490600	114.151680800	188.6			
T	22.392495600	114.151693400	189.2			
T	22.392496900	114.151698000	189.4			
T	22.392497600	114.151703000	189.7			
T	22.392497700	114.151708900	190.0			
T	22.392497200	114.151714600	190.2			
T	22.392496300	114.151719600	190.5			
T	22.392495000	114.151724700	190.7			
T	22.392493200	114.151729500	190.9			
T	22.392490700	114.151734600	191.1			
T	22.392487400	114.151740000	191.4			
T	22.392476700	114.151755300	192.0			
T	22.392473100	114.151761800	192.3			
T	22.392470300	114.151769000	192.6			
T	22.392467900	114.151777500	193.0			
T	22.392466500	114.151787100	193.4			
T	22.392465700	114.151795700	193.8			
T	22.392466000	114.151803800	194.2			
T	22.392467000	114.151810900	194.6			
T	22.392468500	114.151817800	194.9			
T	22.392473000	114.151831000	195.6			
T	22.392475500	114.151839600	196.0			
T	22.392477300	114.151848100	196.4			
T	22.392478400	114.151857000	196.8			
T	22.392479100	114.151868600	197.4			
T	22.392478700	114.151916600	199.6			
T	22.392479300	114.151927900	200.1			
T	22.392480600	114.151938200	200.6			
T	22.392482500	114.151946300	201.0			
T	22.392486200	114.151956600	201.5			
T	22.392490600	114.151964600	201.8			
T	22.392496200	114.151971700	202.2			
T	22.392501800	114.151976300	202.4			
T	22.392507700	114.151979100	202.5			
T	22.392514400	114.151980900	202.5			
T	22.392521700	114.151981500	202.5			
T	22.392528600	114.151980700	202.5			
T	22.392535300	114.151979000	202.4			
T	22.392541800	114.151976800	202.2			
T	22.392548600	114.151973700	202.1			
T	22.392555000	114.151970200	201.9			
T	22.392573700	114.151957600	201.3			
T	22.392581000	114.151953300	201.1			
T	22.392587700	114.151950300	200.9			
T	22.392596000	114.151947900	200.8			
T	22.392605100	114.151946500	200.7			
T	22.392614600	114.151945800	200.6			
T	22.392623400	114.151946300	200.6			
T	22.392631100	114.151947500	200.7			
T	22.392644400	114.151950600	200.7			
T	22.392653100	114.151951100	200.7			
T	22.392661800	114.151950300	200.7			
T	22.392670900	114.151948500	200.6			
T	22.392678900	114.151945200	200.4			
T	22.392686000	114.151941200	200.2			
T	22.392693300	114.151935400	200.0			
T	22.392697500	114.151931400	199.8			
T	22.392700700	114.151927600	199.7			
T	22.392702900	114.151924000	199.6			
T	22.392705000	114.151918100	199.4			
T	22.392710300	114.151900300	198.8			
T	22.392712000	114.151892500	198.5			
T	22.392713000	114.151885400	198.3			
T	22.392715600	114.151861000	197.5			
T	22.392717200	114.151850400	197.1			
T	22.392719500	114.151840000	196.8			
T	22.392721900	114.151830600	196.5			
T	22.392724500	114.151822400	196.3			
T	22.392728400	114.151813100	196.0			
T	22.392732400	114.151804700	195.7			
T	22.392768700	114.151737700	194.0			
T	22.392776800	114.151724400	193.7			
T	22.392783700	114.151714400	193.4			
T	22.392789000	114.151707300	193.3			
T	22.392795800	114.151699200	193.1			
T	22.392808200	114.151685700	192.9			
T	22.392813700	114.151680100	192.8			
T	22.392819400	114.151675600	192.7			
T	22.392826100	114.151671300	192.7			
T	22.392834000	114.151666900	192.6			
T	22.392841400	114.151664300	192.6			
T	22.392848100	114.151662400	192.7			
T	22.392856000	114.151661200	192.7			
T	22.392863300	114.151661000	192.8			
T	22.392870800	114.151661600	192.9			
T	22.392878500	114.151663000	193.0			
T	22.392886100	114.151665400	193.1			
T	22.392893700	114.151669400	193.3			
T	22.392901700	114.151675100	193.6			
T	22.392911800	114.151683500	193.9			
T	22.392923400	114.151694700	194.3			
T	22.392934200	114.151707700	194.8			
T	22.392941600	114.151717300	195.1			
T	22.392945600	114.151723700	195.3			
T	22.392949000	114.151730400	195.5			
T	22.392951600	114.151737900	195.8			
T	22.392954300	114.151749100	196.1			
T	22.392955400	114.151759800	196.4			
T	22.392957500	114.151851600	198.8			
T	22.392958400	114.151861800	199.1			
T	22.392960100	114.151871400	199.4			
T	22.392961800	114.151880000	199.6			
T	22.392964200	114.151886900	199.8			
T	22.392967100	114.151894200	200.0			
T	22.392971800	114.151903600	200.3			
T	22.392976300	114.151911600	200.6			
T	22.392981500	114.151919300	200.8			
T	22.392987900	114.151927100	201.1			
T	22.392993300	114.151932800	201.2			
T	22.392999500	114.151938400	201.4			
T	22.393010300	114.151947100	201.8			
T	22.393013700	114.151949400	201.9			
T	22.393017100	114.151951400	201.9			
T	22.393020300	114.151952700	202.0			
T	22.393026700	114.151955100	202.1			
T	22.393048300	114.151962200	202.5			
T	22.393060600	114.151966900	202.7			
T	22.393082900	114.151977100	203.1			
T	22.393094600	114.151983000	203.3			
T	22.393108900	114.151991400	203.6			
T	22.393121400	114.151999200	203.8			
T	22.393135400	114.152009500	204.0			
T	22.393150700	114.152021400	204.2			
T	22.393167800	114.152036100	204.4			
T	22.393177500	114.152044900	204.5			
T	22.393187500	114.152055000	204.5			
T	22.393248000	114.152119900	204.3			
T	22.393253500	114.152126000	204.2			
T	22.393267600	114.152143200	204.0			
T	22.393273500	114.152149800	203.9			
T	22.393312900	114.152191300	202.8			
T	22.393348900	114.152226900	201.6			
T	22.393357800	114.152236300	201.4			
T	22.393366800	114.152246500	201.1			
T	22.393373200	114.152254800	201.0			
T	22.393395400	114.152289200	200.4			
T	22.393402400	114.152299600	200.2			
T	22.393418400	114.152321500	199.7			
T	22.393424500	114.152329200	199.6			
T	22.393459500	114.152369600	198.6			
T	22.393466100	114.152378000	198.4			
T	22.393470900	114.152385000	198.2			
T	22.393475600	114.152392800	198.1			
T	22.393485700	114.152412400	197.8			
T	22.393492000	114.152422000	197.6			
T	22.393498800	114.152430600	197.4			
T	22.393505500	114.152437300	197.2			
T	22.393512300	114.152443300	197.0			
T	22.393530800	114.152457300	196.4			
T	22.393539100	114.152464300	196.2			
T	22.393547900	114.152472300	195.9			
T	22.393554400	114.152478800	195.7			
T	22.393559300	114.152484800	195.5			
T	22.393565200	114.152493500	195.3			
T	22.393569200	114.152500800	195.2			
T	22.393572000	114.152507800	195.2			
T	22.393573800	114.152514300	195.3			
T	22.393574800	114.152520600	195.3			
T	22.393575200	114.152526800	195.4			
T	22.393574600	114.152535300	195.5			
T	22.393573000	114.152542400	195.7			
T	22.393570000	114.152549700	195.8			
T	22.393564200	114.152560300	196.1			
T	22.393558100	114.152570400	196.4			
T	22.393509400	114.152640200	198.6			
T	22.393500600	114.152653900	199.0			
T	22.393490000	114.152672600	199.4			
T	22.393484600	114.152682700	199.7			
T	22.393480900	114.152691800	199.9			
T	22.393478500	114.152701400	200.0			
T	22.393477700	114.152708600	200.1			
T	22.393478400	114.152714900	200.2			
T	22.393480400	114.152720900	200.2			
T	22.393483700	114.152726600	200.2			
T	22.393487900	114.152732300	200.2			
T	22.393493400	114.152737500	200.1			
T	22.393498800	114.152741000	200.0			
T	22.393506500	114.152744600	199.9			
T	22.393515400	114.152747900	199.7			
T	22.393523900	114.152750400	199.6			
T	22.393533100	114.152752000	199.4			
T	22.393543600	114.152752800	199.1			
T	22.393571700	114.152753300	198.5			
T	22.393582600	114.152754200	198.3			
T	22.393641300	114.152762800	197.3			
T	22.393662700	114.152766900	197.1			
T	22.393676700	114.152770800	197.0			
T	22.393691600	114.152775900	196.8			
T	22.393707200	114.152781800	196.7			
T	22.393714200	114.152784800	196.6			
T	22.393720700	114.152788300	196.6			
T	22.393728500	114.152792900	196.5			
T	22.393737400	114.152799200	196.5			
T	22.393746100	114.152806000	196.4			
T	22.393757900	114.152816200	196.4			
T	22.393785400	114.152842300	196.3			
T	22.393805600	114.152864100	196.2			
T	22.393815000	114.152875800	196.2			
T	22.393829600	114.152897500	196.2			
T	22.393837700	114.152910700	196.3			
T	22.393910200	114.153044700	196.6			
T	22.393916000	114.153056900	196.6			
T	22.393919800	114.153067200	196.5			
T	22.393921900	114.153075600	196.4			
T	22.393923100	114.153085800	196.3			
T	22.393924300	114.153119400	196.1			
T	22.393924100	114.153129500	196.1			
T	22.393922900	114.153139500	196.0			
T	22.393921500	114.153146900	196.0			
T	22.393919400	114.153153400	196.0			
T	22.393916500	114.153159300	196.0			
T	22.393913500	114.153164500	196.0			
T	22.393909500	114.153169500	196.0			
T	22.393871100	114.153209600	196.4			
T	22.393865000	114.153216700	196.6			
T	22.393860100	114.153223300	196.7			
T	22.393855900	114.153230500	196.8			
T	22.393852100	114.153238700	196.9			
T	22.393848900	114.153247200	196.9			
T	22.393846400	114.153254800	197.0			
T	22.393835900	114.153302200	197.2			
T	22.393833200	114.153312600	197.3			
T	22.393799200	114.153404000	200.4			
T	22.393795900	114.153413800	200.8			
T	22.393793300	114.153423600	201.2			
T	22.393791800	114.153431300	201.5			
T	22.393789400	114.153448900	202.0			
T	22.393788900	114.153454700	202.2			
T	22.393789300	114.153485200	203.0			
T	22.393789800	114.153493600	203.2			
T	22.393791200	114.153507300	203.5			
T	22.393791500	114.153514900	203.7			
T	22.393791000	114.153522800	203.9			
T	22.393786200	114.153562300	205.2			
T	22.393786400	114.153569200	205.4			
T	22.393788600	114.153575500	205.5			
T	22.393790800	114.153579600	205.5			
T	22.393793800	114.153583400	205.4			
T	22.393798800	114.153588400	205.3			
T	22.393816700	114.153603700	204.7			
T	22.393826500	114.153611100	204.4			
T	22.393836400	114.153617600	204.0			
T	22.393849400	114.153625300	203.5			
T	22.393856000	114.153630000	203.3			
T	22.393862400	114.153635200	203.1			
T	22.393867000	114.153639800	203.0			
T	22.393871800	114.153645600	202.9			
T	22.393879200	114.153655900	202.8			
T	22.393884900	114.153664800	202.8			
T	22.393891000	114.153675100	202.8			
T	22.393897800	114.153688500	203.1			
T	22.393918300	114.153733600	204.1			
T	22.393927600	114.153750100	204.4			
T	22.393935900	114.153763900	204.6			
T	22.393941800	114.153773100	204.8			
T	22.393947700	114.153781500	204.9			
T	22.393967300	114.153808100	205.3			
T	22.393972600	114.153816700	205.5			
T	22.393975400	114.153823100	205.6			
T	22.393977400	114.153831000	205.8			
T	22.393978500	114.153839400	206.0			
T	22.393977900	114.153846500	206.2			
T	22.393976600	114.153853000	206.4			
T	22.393974900	114.153857700	206.6			
T	22.393950800	114.153915000	208.5			
T	22.393947600	114.153923700	208.8			
T	22.393939800	114.153949600	209.6			
T	22.393935200	114.153967400	210.1			
T	22.393929500	114.153997900	211.0			
T	22.393929100	114.154006300	211.2			
T	22.393930300	114.154015300	211.4			
T	22.393932800	114.154022200	211.5			
T	22.393937200	114.154028700	211.6			
T	22.393943100	114.154035300	211.6			
T	22.393947200	114.154039100	211.6			
T	22.393955300	114.154044800	211.6			
T	22.393965300	114.154050400	211.5			
T	22.393975800	114.154054700	211.4			
T	22.393988300	114.154058700	211.3			
T	22.394056800	114.154075400	210.3			
T	22.394084300	114.154080800	209.8			
T	22.394097500	114.154082900	209.6			
T	22.394120500	114.154085600	209.2			
T	22.394146300	114.154086900	208.7			
T	22.394155100	114.154087800	208.5			
T	22.394163700	114.154089400	208.4			
T	22.394175000	114.154092200	208.3			
T	22.394185600	114.154095700	208.3			
T	22.394196100	114.154100100	208.3			
T	22.394216700	114.154109500	208.2			
T	22.394230400	114.154114500	208.2			
T	22.394250200	114.154120500	208.1			
T	22.394263000	114.154124800	208.0			
T	22.394274800	114.154130300	207.9			
T	22.394283200	114.154134900	207.9			
T	22.394290300	114.154139500	207.9			
T	22.394297700	114.154145000	207.8			
T	22.394305000	114.154151200	207.8			
T	22.394312000	114.154157800	207.8			
T	22.394323600	114.154170100	207.9			
T	22.394335300	114.154184100	208.5			
T	22.394348800	114.154202600	209.2			
T	22.394354500	114.154212000	209.6			
T	22.394357600	114.154218800	209.9			
T	22.394360000	114.154226200	210.3			
T	22.394363300	114.154239900	211.0			
T	22.394365100	114.154245900	211.3			
T	22.394367200	114.154252300	211.6			
T	22.394370900	114.154261200	212.0			
T	22.394377100	114.154273300	212.5			
T	22.394382900	114.154283000	213.0			
T	22.394388500	114.154291600	213.4			
T	22.394413700	114.154325800	214.9			
T	22.394418600	114.154333200	215.3			
T	22.394423100	114.154340900	215.6			
T	22.394427200	114.154348800	216.0			
T	22.394439100	114.154374600	217.3			
T	22.394442600	114.154383800	217.7			
T	22.394445000	114.154393200	218.2			
T	22.394446000	114.154402500	218.8			
T	22.394444800	114.154415300	219.4			
T	22.394442500	114.154428900	220.2			
T	22.394435500	114.154453700	221.5			
T	22.394416700	114.154509300	224.2			
T	22.394410200	114.154531000	225.2			
T	22.394407100	114.154543300	225.8			
T	22.394404900	114.154554300	226.3			
T	22.394402700	114.154566400	226.9			
T	22.394400800	114.154581500	227.6			
T	22.394397200	114.154624500	229.5			
T	22.394396000	114.154646000	230.5			
T	22.394395700	114.154664600	231.4			
T	22.394396400	114.154684900	232.3			
T	22.394397900	114.154703800	233.2			
T	22.394399700	114.154718800	233.8			
T	22.394402600	114.154729900	234.0			
T	22.394405900	114.154739800	234.0			
T	22.394409800	114.154748100	234.0			
T	22.394415200	114.154757000	234.0			
T	22.394418900	114.154764300	233.9			
T	22.394422500	114.154772200	233.9			
T	22.394428000	114.154786500	233.9			
T	22.394430900	114.154795000	233.8			
T	22.394433900	114.154805500	233.8			
T	22.394436100	114.154811400	233.7			
T	22.394439800	114.154819600	233.7			
T	22.394446600	114.154830500	233.6			
T	22.394452600	114.154839100	233.5			
T	22.394461900	114.154850300	233.3			
T	22.394467900	114.154856000	233.3			
T	22.394475200	114.154860000	233.2			
T	22.394483100	114.154862600	233.1			
T	22.394492300	114.154864400	233.0			
T	22.394511100	114.154867000	232.8			
T	22.394520700	114.154869400	232.6			
T	22.394632200	114.154915600	231.3			
T	22.394725000	114.154899000	230.4			
T	22.394779600	114.154909700	232.0			
T	22.394793900	114.154789800	233.7			
T	22.394813500	114.154656900	234.5			
T	22.395018000	114.154426000	240.3			
T	22.395084600	114.154314700	239.6			
T	22.395066500	114.154200200	234.8			
T	22.394998400	114.154000400	226.7			
T	22.394818400	114.153699100	214.7			
T	22.394652600	114.153448500	205.6			
T	22.394643400	114.153318500	202.3			
T	22.394697600	114.153265500	202.2			
T	22.394823900	114.153222300	202.9			
T	22.395046800	114.153285900	207.1			
