type	latitude	longitude	altitude (m)	eos	name	desc
T	22.303063800	114.243572400	195.2			
T	22.303111100	114.243524000	191.2			
T	22.303146300	114.243516200	189.2			
T	22.303182200	114.243486700	186.9			
T	22.303217800	114.243475800	185.1			
T	22.303231500	114.243453100	184.1			
T	22.303280500	114.243435700	181.8			
T	22.303297800	114.243462000	181.4			
T	22.303374600	114.243472000	181.4			
T	22.303411800	114.243459100	182.6			
T	22.303467100	114.243471200	184.6			
T	22.303497900	114.243445900	185.6			
T	22.303582300	114.243408200	188.7			
T	22.303756700	114.243246600	212.0			
T	22.303862900	114.243183600	223.5			
T	22.304030900	114.243083400	230.7			
T	22.304163300	114.243078900	232.9			
T	22.304220200	114.243052400	232.6			
T	22.304297700	114.243028000	231.5			
T	22.304300000	114.242992100	230.8			
T	22.304359900	114.242980800	229.7			
T	22.304411000	114.242925000	227.1			
T	22.304534400	114.242823500	224.0			
T	22.304737200	114.242730500	223.7			
T	22.304815600	114.242722200	225.5			
T	22.304886400	114.242695300	226.6			
T	22.305037600	114.242674700	231.3			
T	22.305093000	114.242641600	232.3			
T	22.305156200	114.242616800	234.1			
T	22.305207000	114.242612900	235.5			
T	22.305241200	114.242603500	236.7			
T	22.305473800	114.242457500	254.6			
T	22.305498600	114.242455500	256.5			
T	22.305508200	114.242432700	256.7			
T	22.305592400	114.242407600	260.7			
T	22.305674700	114.242383100	262.3			
T	22.305724400	114.242329300	262.2			
T	22.305783700	114.242298300	262.9			
T	22.305844900	114.242290000	264.0			
T	22.305919600	114.242250700	262.9			
T	22.306011400	114.242250700	263.0			
T	22.306040100	114.242271400	263.8			
T	22.306076400	114.242259000	263.4			
T	22.306118200	114.242241400	262.8			
T	22.306189300	114.242211400	261.7			
T	22.306279200	114.242182500	260.9			
T	22.306350000	114.242168000	260.3			
T	22.306386400	114.242201100	261.3			
T	22.306423200	114.242267200	262.5			
T	22.306438100	114.242275200	262.1			
T	22.306439300	114.242294000	262.8			
T	22.306479700	114.242330200	261.7			
T	22.306485200	114.242343000	261.8			
T	22.306502000	114.242357000	261.1			
T	22.306515000	114.242356400	260.2			
T	22.306536700	114.242348300	258.6			
T	22.306554100	114.242328900	257.0			
T	22.306572700	114.242328200	255.9			
T	22.306603100	114.242373100	254.5			
T	22.306626700	114.242366400	252.8			
T	22.306652100	114.242377800	251.0			
T	22.306660800	114.242395900	250.4			
T	22.306671400	114.242403300	249.9			
T	22.306676900	114.242412700	249.7			
T	22.306704900	114.242412000	248.9			
T	22.306737100	114.242416000	248.0			
T	22.306747000	114.242430800	247.8			
T	22.306764200	114.242434800	247.4			
T	22.306769400	114.242432100	247.2			
T	22.306776600	114.242423600	246.9			
T	22.306784900	114.242421800	246.7			
T	22.306804100	114.242426800	246.2			
T	22.306806600	114.242423800	246.1			
T	22.306815000	114.242423600	245.9			
T	22.306819600	114.242426800	245.8			
T	22.306826700	114.242427200	245.6			
T	22.306833300	114.242418500	245.2			
T	22.306839500	114.242423600	245.2			
T	22.306845100	114.242423400	245.0			
T	22.306845100	114.242416900	244.9			
T	22.306848400	114.242413600	244.7			
T	22.306848300	114.242411000	244.6			
T	22.306854600	114.242415700	244.6			
T	22.306870500	114.242406000	243.8			
T	22.306880400	114.242409300	243.6			
T	22.306900900	114.242407300	243.0			
T	22.306913300	114.242414700	242.8			
T	22.306927600	114.242431500	243.0			
T	22.306936300	114.242459000	243.7			
T	22.306936300	114.242474400	244.3			
T	22.306945600	114.242485800	244.5			
T	22.306978500	114.242511100	245.1			
T	22.307003900	114.242518000	245.1			
T	22.307036900	114.242530800	245.3			
T	22.307056000	114.242538100	245.4			
T	22.307088200	114.242582300	245.9			
T	22.307136600	114.242660100	247.2			
T	22.307161500	114.242721800	248.3			
T	22.307213600	114.242779500	249.9			
T	22.307242100	114.242788900	249.9			
T	22.307276800	114.242811700	250.1			
T	22.307339200	114.242864900	251.8			
T	22.307406300	114.242950300	256.8			
T	22.307491500	114.243095400	265.6			
T	22.307620100	114.243150000	266.1			
T	22.307796700	114.243230100	266.7			
T	22.307855700	114.243252200	265.0			
T	22.308042900	114.243303700	258.8			
T	22.308076400	114.243356700	258.1			
T	22.308291800	114.243636500	267.7			
T	22.308458000	114.243735700	270.0			
T	22.308525500	114.243742200	270.2			
T	22.308600600	114.243835700	272.6			
T	22.308607600	114.243922600	274.1			
T	22.308676400	114.243947600	274.1			
T	22.308731000	114.243995900	274.9			
T	22.308790000	114.244050200	276.8			
T	22.308855100	114.244108500	279.8			
T	22.308890800	114.244137900	281.7			
T	22.308934400	114.244128800	280.5			
T	22.309038900	114.244143900	279.5			
T	22.309038700	114.244223900	280.8			
T	22.309217100	114.244335900	281.6			
T	22.309268700	114.244396900	282.9			
T	22.309444000	114.244481200	283.2			
T	22.309597600	114.244598800	278.6			
T	22.309691000	114.244662100	276.8			
T	22.309797300	114.244678600	275.9			
T	22.310031300	114.244741100	276.8			
T	22.310161200	114.244807100	279.4			
T	22.310280700	114.244869500	280.8			
T	22.310370400	114.244975000	278.2			
T	22.310502800	114.245070600	278.0			
T	22.310570200	114.245107500	277.9			
T	22.310628000	114.245127400	276.0			
T	22.310691300	114.245165300	273.8			
T	22.310815400	114.245168000	267.9			
T	22.310904700	114.245189500	264.5			
T	22.310976700	114.245245800	262.6			
T	22.311075900	114.245245800	259.5			
T	22.311130500	114.245197500	257.4			
T	22.311192600	114.245208200	256.9			
T	22.311279400	114.245272600	257.7			
T	22.311316600	114.245261900	257.1			
T	22.311408400	114.245283300	256.5			
T	22.311520100	114.245328900	254.0			
T	22.311698800	114.245406700	252.3			
T	22.311745900	114.245457700	252.9			
T	22.311791800	114.245477800	253.2			
T	22.311831500	114.245512700	253.9			
T	22.311865000	114.245516700	254.0			
T	22.311910900	114.245506000	253.9			
T	22.311976700	114.245546200	254.3			
T	22.312036200	114.245570300	253.5			
T	22.312094500	114.245617300	252.3			
T	22.312131100	114.245606900	251.9			
T	22.312193800	114.245692400	250.8			
T	22.312263300	114.245764800	249.2			
T	22.312327800	114.245825100	247.7			
T	22.312365800	114.245838900	246.9			
T	22.312427100	114.245861300	245.5			
T	22.312508900	114.245927100	244.1			
T	22.312566000	114.245956600	242.9			
T	22.312597000	114.245983400	242.5			
T	22.312650400	114.245999500	241.7			
T	22.312737200	114.246089300	242.0			
T	22.312805500	114.246263700	242.3			
T	22.312829000	114.246297200	241.9			
T	22.312858800	114.246380400	242.1			
T	22.312898500	114.246451400	242.4			
T	22.312918400	114.246519800	243.1			
T	22.312956800	114.246572100	243.0			
T	22.312992800	114.246651300	243.3			
T	22.313008900	114.246692800	243.8			
T	22.313033700	114.246708900	243.6			
T	22.313086700	114.246763400	243.9			
T	22.313153700	114.246796900	243.5			
T	22.313151600	114.246773900	243.0			
T	22.313144600	114.246699600	241.2			
T	22.313151500	114.246666100	240.3			
T	22.313138000	114.246548000	238.3			
T	22.313155300	114.246539900	237.7			
T	22.313164000	114.246513100	237.0			
T	22.313193800	114.246483600	235.6			
T	22.313193200	114.246461500	235.1			
T	22.313197500	114.246438700	234.5			
T	22.313203900	114.246360500	232.2			
T	22.313239700	114.246221800	225.8			
T	22.313251100	114.246179400	223.7			
T	22.313275600	114.246138800	221.0			
T	22.313311400	114.246093300	217.6			
T	22.313353300	114.246040100	214.7			
T	22.313397900	114.245937100	211.3			
T	22.313399100	114.245876800	209.7			
T	22.313417200	114.245813100	208.3			
T	22.313424600	114.245741400	208.0			
T	22.313451200	114.245682300	207.5			
T	22.313471100	114.245630000	206.9			
T	22.313517700	114.245583800	205.9			
T	22.313575900	114.245559600	204.7			
T	22.313592000	114.245576300	204.6			
T	22.313605100	114.245580400	204.4			
T	22.313636100	114.245567700	204.1			
T	22.313670800	114.245550900	204.0			
T	22.313713500	114.245544200	203.9			
T	22.313760300	114.245533800	203.8			
T	22.313806700	114.245539500	203.8			
T	22.313838900	114.245542900	203.9			
T	22.313883000	114.245548200	203.9			
T	22.313917800	114.245539200	203.6			
T	22.313991000	114.245520900	202.8			
T	22.314046800	114.245493300	202.1			
T	22.314105700	114.245455000	201.1			
T	22.314137200	114.245435900	200.5			
T	22.314168200	114.245416300	200.0			
T	22.314206100	114.245387700	198.9			
T	22.314260500	114.245360000	197.5			
T	22.314342700	114.245326300	195.2			
T	22.314424000	114.245305300	193.1			
T	22.314511900	114.245295200	192.1			
T	22.314577100	114.245237700	190.9			
T	22.314673600	114.245120500	188.9			
T	22.314811900	114.245061300	185.6			
T	22.314945700	114.245096900	182.8			
T	22.315026900	114.245050700	180.1			
T	22.315164900	114.245013500	176.6			
T	22.315336400	114.244840800	171.2			
T	22.315502700	114.244797800	168.9			
T	22.315731000	114.244854200	165.0			
T	22.315822800	114.244905100	163.3			
T	22.316082300	114.244940900	158.6			
T	22.316108300	114.245148300	159.1			
T	22.316115200	114.245327100	160.5			
T	22.316131400	114.245429800	161.3			
T	22.316157100	114.245522200	161.8			
T	22.316198400	114.245585500	161.8			
T	22.316251100	114.245632800	161.3			
T	22.316310400	114.245663000	160.4			
T	22.316456900	114.245677800	158.8			
T	22.316511900	114.245695000	159.0			
T	22.316557200	114.245730900	159.6			
T	22.316585300	114.245782800	160.5			
T	22.316599000	114.245875500	162.2			
T	22.316622300	114.245912900	162.9			
T	22.316656200	114.245920800	163.2			
T	22.316700100	114.245914000	163.5			
T	22.316824200	114.245868000	163.8			
T	22.316873800	114.245828000	163.3			
T	22.316953200	114.245742400	161.3			
T	22.317017900	114.245698900	159.7			
T	22.317090100	114.245671600	158.4			
T	22.317307600	114.245628900	156.6			
T	22.317355700	114.245628500	156.9			
T	22.317400800	114.245639700	157.5			
T	22.317440100	114.245658900	158.2			
T	22.317477500	114.245682800	158.8			
T	22.317515900	114.245694700	159.1			
T	22.317552600	114.245694300	159.3			
T	22.317590000	114.245684300	159.3			
T	22.317738500	114.245575000	158.2			
T	22.317834800	114.245452300	156.1			
T	22.318038800	114.245258000	153.6			
T	22.318177300	114.245092600	152.9			
T	22.318242400	114.245039400	153.1			
T	22.318309300	114.245006500	153.7			
T	22.318392300	114.244988800	153.8			
T	22.318470900	114.245003800	154.1			
T	22.318533700	114.245035600	154.7			
T	22.318584600	114.245085000	155.8			
T	22.318713100	114.245264900	159.7			
T	22.318741900	114.245287400	159.9			
T	22.318772900	114.245298200	159.9			
T	22.318805500	114.245299900	159.8			
T	22.319078900	114.245264000	154.9			
T	22.319125200	114.245246900	153.5			
T	22.319165000	114.245220100	152.2			
T	22.319282700	114.245123000	150.7			
T	22.319316800	114.245079800	150.5			
T	22.319413900	114.244938400	150.4			
T	22.319457400	114.244887800	150.2			
T	22.319509900	114.244862600	150.2			
T	22.319570300	114.244852000	150.4			
T	22.319628200	114.244857200	150.7			
T	22.319678600	114.244876600	150.9			
T	22.319719900	114.244913700	151.0			
T	22.319764500	114.244968400	151.3			
T	22.319841400	114.245027800	151.5			
T	22.319959400	114.245091700	151.4			
T	22.320035100	114.245129400	151.3			
T	22.320047300	114.245137900	151.3			
T	22.320169400	114.245222700	150.5			
T	22.320252000	114.245270400	150.0			
T	22.320333000	114.245312500	149.9			
T	22.320385700	114.245336600	150.1			
T	22.320447200	114.245358900	150.4			
T	22.320517700	114.245379100	150.8			
T	22.320588800	114.245395100	150.9			
T	22.320645500	114.245404000	150.7			
T	22.320698100	114.245407400	150.8			
T	22.320748500	114.245408700	150.9			
T	22.320818500	114.245405200	151.2			
T	22.320886900	114.245396400	151.6			
T	22.321274000	114.245334400	153.9			
T	22.321404400	114.245319100	153.9			
T	22.321464600	114.245313500	153.4			
T	22.321528400	114.245311200	152.8			
T	22.321607300	114.245312300	152.0			
T	22.321653500	114.245318300	151.4			
T	22.321699600	114.245328100	151.1			
T	22.321742300	114.245341800	150.9			
T	22.321784900	114.245361300	150.6			
T	22.321835500	114.245392500	150.2			
T	22.321888700	114.245432800	149.7			
T	22.321934300	114.245474000	149.1			
T	22.321978500	114.245522500	149.2			
T	22.322010300	114.245567500	149.1			
T	22.322039700	114.245619900	149.0			
T	22.322061600	114.245677100	148.6			
T	22.322082500	114.245756700	147.6			
T	22.322093600	114.245828800	146.5			
T	22.322334300	114.245793700	145.6			
T	22.322457800	114.245796800	144.0			
T	22.322785200	114.245884100	136.9			
T	22.322971300	114.245975300	130.9			
T	22.323132600	114.246053100	125.0			
T	22.323236800	114.246066500	122.2			
T	22.323321100	114.246018300	122.9			
T	22.323383200	114.245919000	126.8			
T	22.323452600	114.245787600	131.0			
T	22.323507200	114.245709800	133.2			
T	22.323998500	114.245586400	132.8			
T	22.324159800	114.245559600	133.8			
T	22.324303700	114.245487200	136.6			
T	22.324402900	114.245374500	140.2			
T	22.324484800	114.245323600	141.8			
T	22.324591500	114.245355700	141.4			
T	22.324752800	114.245406700	140.6			
T	22.324984900	114.245420300	141.8			
T	22.325242800	114.245415000	146.9			
T	22.325464900	114.245455000	150.5			
T	22.325646000	114.245522000	150.6			
T	22.325770100	114.245559600	150.6			
T	22.325906000	114.245571200	153.1			
T	22.326095300	114.245652300	153.6			
T	22.326273900	114.245744300	155.9			
T	22.326405200	114.245841200	156.4			
T	22.326507000	114.245873400	159.2			
T	22.326643400	114.245852000	165.4			
T	22.326760000	114.245884100	165.3			
T	22.326776300	114.245908600	164.8			
T	22.326817100	114.245970000	163.7			
T	22.326903900	114.246020900	164.0			
T	22.327097500	114.245996800	166.8			
T	22.327305000	114.245975400	169.1			
T	22.327431000	114.245939300	170.3			
T	22.327438700	114.245933700	170.4			
T	22.327446600	114.245928100	170.5			
T	22.327762500	114.245700300	172.9			
T	22.327929600	114.245639200	170.4			
T	22.328091500	114.245542000	166.5			
T	22.328186600	114.245455800	164.5			
T	22.328389700	114.245294700	159.8			
T	22.328535100	114.245239200	158.7			
T	22.328608200	114.245211300	158.3			
T	22.328762400	114.245200200	157.6			
T	22.328844600	114.245169600	157.2			
T	22.328934600	114.245114100	156.3			
T	22.329091400	114.245091800	153.8			
T	22.329181300	114.245103000	152.4			
T	22.329248100	114.245066800	151.6			
T	22.329266100	114.245000100	151.6			
T	22.329253500	114.244779100	152.7			
T	22.329308100	114.244701300	153.2			
T	22.329546300	114.244653000	154.2			
T	22.329712500	114.244661100	154.8			
T	22.329839100	114.244655700	156.3			
T	22.329858900	114.244612800	157.2			
T	22.329938300	114.244588600	158.6			
T	22.330022700	114.244575200	159.8			
T	22.330124400	114.244599400	159.9			
T	22.330206300	114.244577900	160.7			
T	22.330340300	114.244443800	162.6			
T	22.330437000	114.244382100	163.1			
T	22.330509000	114.244355300	163.2			
T	22.330583400	114.244280200	164.7			
T	22.330680200	114.244199700	166.8			
T	22.330863800	114.244127300	169.2			
T	22.330950600	114.244065600	170.7			
T	22.331005200	114.243979800	172.4			
T	22.331111900	114.243931500	172.2			
T	22.331168900	114.243910000	171.2			
T	22.331240900	114.243834900	171.0			
T	22.331337600	114.243767900	170.0			
T	22.331407100	114.243708900	169.0			
T	22.331459200	114.243631100	167.9			
T	22.331479100	114.243523800	168.6			
T	22.331474100	114.243384300	171.2			
T	22.331498900	114.243266300	171.9			
T	22.331531200	114.243161700	172.1			
T	22.331546100	114.243033000	173.6			
T	22.331570900	114.242912300	174.2			
T	22.331635400	114.242847900	172.9			
T	22.331717200	114.242818400	172.2			
T	22.331811500	114.242796900	172.1			
T	22.331938100	114.242727200	173.3			
T	22.332086900	114.242687000	174.6			
T	22.332186200	114.242622600	176.3			
T	22.332245700	114.242512600	178.5			
T	22.332297800	114.242459000	178.6			
T	22.332372200	114.242448200	178.2			
T	22.332474000	114.242378500	178.7			
T	22.332648200	114.242084300	185.5			
T	22.332693100	114.241949600	189.5			
T	22.332719200	114.241871500	191.4			
T	22.332747500	114.241710700	194.9			
T	22.332791500	114.241595300	196.8			
T	22.332791500	114.241490700	197.9			
T	22.332856000	114.241420900	198.7			
T	22.332950300	114.241332400	199.1			
T	22.332973900	114.241221500	199.4			
T	22.333002900	114.241077100	199.5			
T	22.333059600	114.240859500	196.5			
T	22.333094200	114.240667200	194.9			
T	22.333071900	114.240629700	194.1			
T	22.333081800	114.240495600	194.4			
T	22.333138900	114.240404400	196.8			
T	22.333223200	114.240323900	199.1			
T	22.333287700	114.240264900	200.7			
T	22.333357200	114.240141500	202.5			
T	22.333387000	114.240050300	203.4			
T	22.333411800	114.239916200	202.9			
T	22.333424200	114.239779400	201.3			
T	22.333419200	114.239688200	200.2			
T	22.333491200	114.239538000	196.8			
T	22.333519500	114.239383900	194.9			
T	22.333587900	114.239291300	194.2			
T	22.333600300	114.239162500	194.1			
T	22.333652400	114.238966700	194.5			
T	22.333756600	114.238781700	194.0			
T	22.333816200	114.238623400	194.0			
T	22.333860800	114.238516100	195.0			
T	22.333977500	114.238446400	195.3			
T	22.334106500	114.238368600	195.2			
T	22.334159800	114.238345400	195.0			
T	22.334072900	114.238090900	197.1			
T	22.334033400	114.238018900	197.5			
T	22.334014600	114.237974100	197.7			
T	22.334331300	114.237866800	196.2			
T	22.334302000	114.237744600	196.5			
T	22.334286300	114.237700300	196.6			
T	22.334327500	114.237676800	196.4			
T	22.334410500	114.237681800	196.1			
T	22.334659100	114.237790000	195.1			
T	22.334750800	114.237846900	194.4			
T	22.334794800	114.237804200	194.5			
T	22.334870500	114.237759700	194.6			
T	22.334995600	114.237655700	195.3			
T	22.335172000	114.237500600	196.4			
T	22.335213600	114.237544300	195.9			
T	22.335269100	114.237552200	195.7			
T	22.335346300	114.237552800	195.9			
T	22.335353500	114.237425600	196.6			
T	22.335341400	114.237350800	196.9			
T	22.335540400	114.237079000	195.6			
T	22.335765100	114.236702600	196.8			
T	22.335855800	114.236530600	199.0			
T	22.335973900	114.236516700	199.2			
T	22.336020000	114.236370500	201.2			
T	22.336170200	114.236399100	200.6			
T	22.336291500	114.236166900	201.7			
T	22.336494700	114.235945200	200.9			
T	22.336693200	114.235787400	199.1			
T	22.336908900	114.235746400	197.7			
T	22.337006900	114.235808500	197.4			
T	22.337115800	114.235740900	199.2			
T	22.337362900	114.235575800	200.2			
T	22.337621500	114.235400300	202.4			
T	22.337662400	114.235319100	202.9			
T	22.337851000	114.235233300	209.5			
T	22.338069300	114.235211800	219.1			
T	22.338165600	114.235328000	222.4			
T	22.338473000	114.235249200	236.6			
T	22.338611900	114.235276000	242.0			
T	22.338745900	114.235474500	243.6			
T	22.338905800	114.235575200	249.7			
T	22.338951400	114.235501900	250.2			
T	22.339123600	114.235544800	254.0			
T	22.339276100	114.235438000	255.2			
T	22.339341300	114.235415500	255.7			
T	22.339557900	114.235383500	255.9			
T	22.339810400	114.235271000	250.0			
T	22.340097800	114.235261000	243.1			
T	22.340380600	114.235196600	233.8			
T	22.340542000	114.235206300	227.7			
T	22.340725600	114.235238500	224.6			
T	22.340874500	114.235259900	222.3			
T	22.341043200	114.235340400	220.8			
T	22.341213800	114.235395400	218.3			
T	22.341463400	114.235273200	209.5			
T	22.341529400	114.235206300	206.4			
T	22.341693200	114.235147300	200.5			
T	22.341876500	114.235070000	195.5			
T	22.341980900	114.234862900	190.3			
T	22.342020600	114.234702000	187.0			
T	22.342090100	114.234541100	181.8			
T	22.342219100	114.234439200	174.1			
T	22.342328300	114.234342600	170.9			
T	22.342480800	114.234159700	166.7			
T	22.342529000	114.233742900	173.6			
T	22.342680800	114.233638100	172.9			
T	22.342744300	114.233420200	175.3			
T	22.342838700	114.233362100	175.1			
T	22.342998100	114.233473600	172.4			
T	22.343146900	114.233559400	169.4			
T	22.343275900	114.233741800	165.6			
T	22.343573600	114.233800800	162.9			
T	22.343717500	114.233709600	162.0			
T	22.343846400	114.233571600	161.2			
T	22.343841600	114.233414600	160.0			
T	22.343787000	114.233130200	156.9			
T	22.343757200	114.232942500	157.0			
T	22.343861400	114.232915700	155.5			
T	22.344054900	114.232829800	155.3			
T	22.344248400	114.232808400	156.0			
T	22.344446800	114.232721900	160.6			
T	22.344690000	114.232615300	165.8			
T	22.344883500	114.232550900	167.2			
T	22.345019400	114.232444900	169.9			
T	22.345215900	114.232470400	166.1			
T	22.345320100	114.232567000	162.3			
T	22.345449100	114.232733300	158.4			
T	22.345499600	114.232943600	154.4			
T	22.345627800	114.233108800	150.9			
T	22.345672400	114.233360900	147.3			
T	22.345697200	114.233682800	141.5			
T	22.345846100	114.233902700	136.7			
T	22.345999900	114.234074400	132.7			
T	22.346146200	114.234356700	126.1			
T	22.346252900	114.234584000	119.5			
T	22.346305500	114.234676600	116.7			
T	22.346303900	114.234737100	114.5			
T	22.346321500	114.234769500	113.5			
T	22.346359400	114.234789300	113.1			
T	22.346410600	114.234787400	113.4			
T	22.346463600	114.234796700	112.9			
T	22.346563800	114.234802300	112.5			
T	22.346595700	114.234814300	112.1			
T	22.346627700	114.234864600	110.8			
T	22.346916800	114.234482900	113.9			
T	22.347007700	114.234432400	113.4			
T	22.347073900	114.234404100	113.0			
T	22.347143500	114.234410400	112.3			
T	22.347381800	114.234472500	112.0			
T	22.347788600	114.234649600	108.1			
T	22.347890000	114.234686400	107.7			
T	22.347961500	114.234664800	108.6			
T	22.348076600	114.234642900	109.5			
T	22.348179400	114.234596200	110.8			
T	22.348291400	114.234487300	112.5			
T	22.348366900	114.234434200	113.0			
T	22.348457700	114.234397000	113.3			
T	22.348553500	114.234383000	113.6			
T	22.348647600	114.234364300	114.2			
T	22.349114900	114.234406800	112.7			
T	22.349173800	114.234384600	112.6			
T	22.349218000	114.234354600	113.0			
T	22.349363700	114.234256400	114.3			
T	22.349551100	114.234144000	114.9			
T	22.349862000	114.234051100	113.1			
T	22.349934900	114.234040500	112.5			
T	22.349978700	114.234027800	112.3			
T	22.350082800	114.234034000	112.1			
T	22.350156900	114.234055200	111.8			
T	22.350427500	114.234182100	110.4			
T	22.350478200	114.234196300	110.4			
T	22.350572000	114.234210300	110.5			
T	22.350647000	114.234213400	110.6			
T	22.350714800	114.234239300	110.5			
T	22.350780400	114.234274500	110.5			
T	22.350850800	114.234344900	110.7			
T	22.350869300	114.234387000	110.9			
T	22.350923000	114.234585700	109.4			
T	22.350927800	114.234584200	109.5			
T	22.350971000	114.234570500	110.7			
T	22.350988800	114.234608400	110.5			
T	22.351017900	114.234641400	110.7			
T	22.351059900	114.234636200	111.8			
T	22.351132300	114.234573900	114.2			
T	22.351161800	114.234524800	115.7			
T	22.351198600	114.234439600	117.9			
T	22.351247000	114.234374100	119.8			
T	22.351301100	114.234339500	121.7			
T	22.351331000	114.234546400	120.4			
T	22.351378100	114.234610800	120.7			
T	22.351442600	114.234699300	120.2			
T	22.351509600	114.234728800	120.6			
T	22.351564200	114.234790500	119.7			
T	22.351638600	114.234787800	120.8			
T	22.351700600	114.234814700	120.4			
T	22.351789900	114.234761000	122.2			
T	22.351918900	114.234551800	129.4			
T	22.352077700	114.234283600	138.4			
T	22.352112400	114.234085100	144.8			
T	22.352090800	114.233849200	151.8			
T	22.352201700	114.233564800	161.3			
T	22.352305900	114.233457500	164.2			
T	22.352420000	114.233355500	168.0			
T	22.352439800	114.233237500	171.2			
T	22.352400200	114.233146300	172.4			
T	22.352390200	114.233017600	174.9			
T	22.352415000	114.232921000	177.5			
T	22.352415000	114.232797600	179.9			
T	22.352489500	114.232727900	183.5			
T	22.352618500	114.232668900	188.5			
T	22.352901300	114.232373900	201.9			
T	22.353065000	114.232298800	207.8			
T	22.353169200	114.232298800	209.7			
T	22.353323000	114.232239700	214.3			
T	22.353491700	114.232046600	220.7			
T	22.353531300	114.231944700	224.3			
T	22.353581000	114.231751600	232.7			
T	22.353690100	114.231596000	239.3			
T	22.353719900	114.231494100	242.0			
T	22.353804200	114.231279500	248.2			
T	22.353903400	114.231204400	252.3			
T	22.353963000	114.231123900	255.6			
T	22.354209100	114.230939400	264.1			
T	22.354393800	114.230837800	269.0			
T	22.354571000	114.230690400	274.7			
T	22.354640400	114.230567300	279.6			
T	22.354802000	114.230389800	289.7			
T	22.354889100	114.230284500	295.9			
T	22.354956400	114.230227300	300.2			
T	22.355002200	114.230151400	304.9			
T	22.355076000	114.230099800	307.2			
T	22.355065600	114.230041200	310.0			
T	22.355119000	114.230029600	310.6			
T	22.355114000	114.229917000	315.8			
T	22.354994500	114.229668000	324.9			
T	22.355031800	114.229602500	328.2			
T	22.355046400	114.229477800	333.5			
T	22.355095700	114.229240000	340.7			
T	22.355160300	114.229071800	347.6			
T	22.355160000	114.228924700	352.0			
T	22.355136600	114.228862500	353.6			
T	22.355216800	114.228765200	359.8			
T	22.355243400	114.228686400	363.9			
T	22.355310000	114.228581000	368.7			
T	22.355326200	114.228359600	377.1			
T	22.355348800	114.228131300	387.0			
T	22.355327500	114.227999800	392.4			
T	22.355246800	114.227790300	397.1			
T	22.355259300	114.227619800	400.4			
T	22.355342100	114.227565900	402.3			
T	22.355389300	114.227436600	404.6			
T	22.355473500	114.227286500	408.1			
T	22.355565200	114.227203000	409.9			
T	22.355630000	114.227079200	409.9			
T	22.355654800	114.226929000	411.5			
T	22.355709300	114.226773400	413.9			
T	22.355783100	114.226608100	417.1			
T	22.355891900	114.226459900	420.6			
T	22.356010000	114.226432300	425.7			
T	22.356126900	114.226328000	430.8			
T	22.356240900	114.226164500	434.5			
T	22.356353900	114.226031400	438.4			
T	22.356470600	114.225933900	443.3			
T	22.356593100	114.225907900	450.8			
T	22.356685200	114.225857500	456.1			
T	22.356781600	114.225825900	460.5			
T	22.356844900	114.225756700	461.2			
T	22.356958200	114.225692400	465.3			
T	22.357000000	114.225649400	465.2			
T	22.357126700	114.225634300	468.3			
T	22.357402200	114.225711600	475.4			
T	22.357472800	114.225661600	475.7			
T	22.357531100	114.225455900	474.8			
T	22.357635600	114.225361000	477.7			
T	22.357691400	114.225284300	480.2			
T	22.357722400	114.225216200	482.3			
T	22.357753400	114.225148000	484.7			
T	22.357807000	114.224947900	489.9			
T	22.357742300	114.224818500	487.3			
T	22.357776600	114.224667900	489.9			
T	22.357696100	114.224567200	485.8			
T	22.357654000	114.224426100	483.5			
T	22.357730200	114.224261000	484.5			
T	22.357739700	114.224250400	484.8			
T	22.357851500	114.224125000	487.7			
T	22.357875000	114.224021500	486.9			
T	22.357816500	114.223860000	482.2			
T	22.357852100	114.223708500	482.0			
T	22.357888500	114.223538200	481.6			
T	22.357898200	114.223493100	481.5			
T	22.357816500	114.223390700	479.0			
T	22.357589400	114.223227500	475.2			
T	22.357401100	114.223109500	473.4			
T	22.357232400	114.222852000	472.2			
T	22.357217500	114.222744700	471.6			
T	22.357078600	114.222610600	468.6			
T	22.356940500	114.222519000	467.8			
T	22.356853400	114.222438000	466.9			
T	22.356769800	114.222247200	469.5			
T	22.356728900	114.222106300	473.7			
T	22.356700700	114.222069900	475.1			
T	22.356669300	114.222054000	476.0			
T	22.356443900	114.222019900	478.5			
T	22.356399700	114.222000500	479.5			
T	22.356377500	114.221977000	480.7			
T	22.356376000	114.221870400	484.5			
T	22.356454100	114.221907400	482.7			
T	22.356519200	114.221921100	481.7			
T	22.356561500	114.221911800	481.7			
T	22.356588900	114.221885000	482.2			
T	22.356599900	114.221827400	483.6			
T	22.356595000	114.221786000	484.8			
T	22.356578400	114.221750600	486.0			
T	22.356548900	114.221720600	487.2			
T	22.356353200	114.221671100	491.5			
T	22.356206600	114.221638900	494.8			
T	22.356166700	114.221639000	495.4			
T	22.356124400	114.221653600	496.0			
T	22.356047100	114.221695500	496.6			
T	22.355982600	114.221751100	495.8			
T	22.355911100	114.221829300	493.9			
T	22.355869500	114.221857500	493.5			
T	22.355821100	114.221867700	494.1			
T	22.355772500	114.221866000	495.3			
T	22.355729300	114.221852500	497.0			
T	22.355624000	114.221780600	503.2			
T	22.355535100	114.221750800	506.7			
T	22.355461000	114.221745400	507.8			
T	22.355376500	114.221777100	507.0			
T	22.355295300	114.221810100	506.1			
T	22.355242000	114.221821900	505.4			
