type	latitude	longitude	altitude (m)	eos	name	desc
T	22.248950600	113.921301900	854.4			
T	22.248984800	113.921280900	856.0			
T	22.249025600	113.921255700	858.1			
T	22.249052700	113.921243200	859.2			
T	22.249075800	113.921241400	859.6			
T	22.249090200	113.921223300	861.1			
T	22.249082200	113.921192100	863.3			
T	22.249064800	113.921170300	864.6			
T	22.249053900	113.921157800	865.3			
T	22.249070000	113.921119800	868.3			
T	22.249084500	113.921100500	869.8			
T	22.249096000	113.921088600	870.7			
T	22.249083300	113.921063100	871.8			
T	22.249081600	113.921045600	872.7			
T	22.249101200	113.921027500	874.1			
T	22.249117400	113.921007000	875.6			
T	22.249115600	113.920989500	876.5			
T	22.249103500	113.920975800	876.9			
T	22.249106400	113.920957100	878.0			
T	22.249101200	113.920939600	878.8			
T	22.249106400	113.920918400	880.1			
T	22.249114500	113.920909100	880.8			
T	22.249112200	113.920886600	881.9			
T	22.249127200	113.920861700	883.6			
T	22.249148500	113.920840500	885.2			
T	22.249148500	113.920820600	885.8			
T	22.249156000	113.920783800	886.5			
T	22.249172200	113.920772600	886.7			
T	22.249186700	113.920749900	886.7			
T	22.249183200	113.920706500	887.4			
T	22.249176400	113.920667100	888.1			
T	22.249187100	113.920605300	888.7			
T	22.249192900	113.920533600	889.2			
T	22.249227900	113.920495800	888.1			
T	22.249226000	113.920460800	888.1			
T	22.249229100	113.920420100	888.1			
T	22.249237700	113.920396800	887.8			
T	22.249244300	113.920353500	887.7			
T	22.249251700	113.920317200	887.5			
T	22.249239700	113.920282400	887.9			
T	22.249247500	113.920236200	887.9			
T	22.249239300	113.920188600	888.4			
T	22.249236000	113.920143800	888.7			
T	22.249243500	113.920073300	888.9			
T	22.249167000	113.920091800	890.7			
T	22.249114300	113.920076700	891.6			
T	22.249094000	113.920005700	892.3			
T	22.249021800	113.919989300	893.5			
T	22.248946700	113.919939000	894.3			
T	22.248787900	113.919843600	894.4			
T	22.248702800	113.919828700	894.5			
T	22.248584300	113.919784300	894.0			
T	22.248479000	113.919767500	891.1			
T	22.248356700	113.919792500	887.2			
T	22.248189800	113.919689800	878.7			
T	22.248109700	113.919679400	874.2			
T	22.248007900	113.919619700	867.6			
T	22.247967800	113.919590900	865.2			
T	22.247958800	113.919519600	862.8			
T	22.247875200	113.919437200	858.2			
T	22.247809600	113.919239200	851.7			
T	22.247686100	113.919020500	841.4			
T	22.247637200	113.918996600	840.1			
T	22.247592400	113.919021300	840.2			
T	22.247509500	113.918931100	838.3			
T	22.247330300	113.918663800	811.9			
T	22.247236200	113.918563400	804.0			
T	22.247159100	113.918433400	796.9			
T	22.247073300	113.918342300	794.2			
T	22.247023100	113.918328500	794.2			
T	22.246915700	113.918160900	786.7			
T	22.246838300	113.918146100	785.8			
T	22.246777000	113.918116800	785.4			
T	22.246758900	113.918104900	785.4			
T	22.246772000	113.918070600	785.2			
T	22.246771500	113.917938000	782.1			
T	22.246727200	113.917825600	780.4			
T	22.246721800	113.917775100	779.3			
T	22.246761800	113.917613200	773.7			
T	22.246792000	113.917439400	765.0			
T	22.246826500	113.917339000	755.5			
T	22.246912200	113.917254300	742.5			
T	22.246950000	113.917072400	723.8			
T	22.247021400	113.916981500	712.8			
T	22.247459700	113.916381100	661.4			
T	22.247445500	113.916272400	655.2			
T	22.247373800	113.916175500	653.8			
T	22.247457900	113.916119500	644.6			
T	22.247394500	113.916025500	644.9			
T	22.247486200	113.916007200	637.8			
T	22.247448400	113.915930000	637.2			
T	22.247562000	113.915922700	631.1			
T	22.247584800	113.915904800	629.4			
T	22.247551200	113.915855400	628.7			
T	22.247556500	113.915793900	625.7			
T	22.247617700	113.915781100	622.5			
T	22.247741700	113.915759800	616.1			
T	22.247830600	113.915757800	613.4			
T	22.247873800	113.915756900	612.5			
T	22.247967200	113.915686400	607.8			
T	22.248063200	113.915676000	605.8			
T	22.248100300	113.915669100	605.7			
T	22.248128300	113.915668600	605.8			
T	22.248170600	113.915638000	604.8			
T	22.248279400	113.915512700	599.5			
T	22.248299100	113.915386400	592.8			
T	22.248389800	113.915325600	592.2			
T	22.248405100	113.915314100	592.4			
T	22.248461400	113.915251900	592.5			
T	22.248494200	113.915149200	590.1			
T	22.248488400	113.914962100	582.9			
T	22.248486900	113.914912900	581.3			
T	22.248544100	113.914751100	578.7			
T	22.248552300	113.914649300	573.1			
T	22.248557100	113.914590100	569.0			
T	22.248557100	113.914526100	564.5			
T	22.248586100	113.914450300	559.8			
T	22.248671900	113.914444500	562.0			
T	22.248726200	113.914402900	559.7			
T	22.248778100	113.914359300	556.8			
T	22.248841800	113.914304100	552.4			
T	22.248923600	113.914189700	540.9			
T	22.249011400	113.914093700	533.8			
T	22.249063500	113.913990800	525.7			
T	22.249130000	113.913903900	517.8			
T	22.249293700	113.913903900	512.9			
T	22.249658500	113.913870100	500.3			
T	22.249856500	113.913830000	495.9			
T	22.250013400	113.913763100	490.9			
T	22.250181400	113.913716200	488.0			
T	22.250263300	113.913694100	486.2			
T	22.250459000	113.913544200	476.8			
T	22.250560400	113.913508600	475.7			
T	22.250633900	113.913447500	471.9			
T	22.251045200	113.913276400	458.0			
T	22.251254700	113.913316500	456.7			
T	22.251378800	113.913305700	454.2			
T	22.251528300	113.913398500	459.8			
T	22.251626900	113.913357300	458.0			
T	22.251701400	113.913331100	457.4			
T	22.251779600	113.913323200	458.3			
T	22.251938400	113.913307200	460.2			
T	22.251992800	113.913301300	461.3			
T	22.252115700	113.913234000	462.7			
T	22.252140800	113.913148600	461.1			
T	22.252141900	113.913080700	459.3			
T	22.252083000	113.912988600	455.9			
T	22.252059900	113.912893200	453.5			
T	22.252076800	113.912737300	451.1			
T	22.252093500	113.912699800	450.8			
T	22.252151800	113.912658700	452.1			
T	22.252204000	113.912632100	453.6			
T	22.252237600	113.912618100	454.3			
T	22.252279800	113.912591700	454.8			
T	22.252369100	113.912542500	456.1			
T	22.252419500	113.912499400	456.7			
T	22.252518800	113.912431400	457.7			
T	22.252662200	113.912326200	457.3			
T	22.252835500	113.912480100	458.8			
T	22.252986300	113.912526900	456.8			
T	22.253261200	113.912489100	452.7			
T	22.253448700	113.912708300	454.4			
T	22.253681600	113.913149300	458.5			
T	22.254000600	113.913401900	455.9			
T	22.254377500	113.913565500	456.6			
T	22.254686600	113.913579600	455.8			
T	22.255157000	113.913761700	458.5			
T	22.255165500	113.913828300	458.4			
T	22.255173700	113.913839400	458.5			
T	22.255341000	113.913904400	460.3			
T	22.255555400	113.913986400	463.2			
T	22.256007000	113.914011500	469.3			
T	22.256275900	113.913989200	478.4			
T	22.256408700	113.914122200	479.3			
T	22.256552200	113.914234300	481.3			
T	22.256639600	113.914210500	484.9			
T	22.256750600	113.914270600	487.3			
T	22.256636000	113.913534000	497.7			
T	22.256673900	113.913481300	499.2			
T	22.256933000	113.913121000	510.5			
T	22.256940000	113.912711000	510.1			
T	22.256973200	113.912608400	510.6			
T	22.256970200	113.912529300	509.6			
T	22.257023600	113.912455000	510.9			
T	22.257110400	113.912400300	514.3			
T	22.257176800	113.912364700	517.1			
T	22.257208800	113.912326300	518.1			
T	22.257218400	113.912235000	517.0			
T	22.257201000	113.912144600	517.8			
T	22.257210500	113.911974500	523.1			
T	22.257236200	113.911897700	524.9			
T	22.257278900	113.911732400	524.5			
T	22.257311900	113.911517300	520.6			
T	22.257397200	113.911452500	522.2			
T	22.257468800	113.911427500	524.5			
T	22.257522500	113.911399500	525.8			
T	22.257614200	113.911315900	526.3			
T	22.257741800	113.911248600	528.1			
T	22.257870500	113.911176700	528.8			
T	22.257927000	113.911093300	527.7			
T	22.257959300	113.911021000	526.6			
T	22.257990500	113.910872600	523.7			
T	22.258028600	113.910846400	523.8			
T	22.258058600	113.910721700	522.9			
T	22.258148000	113.910625700	524.7			
T	22.258208600	113.910533400	525.9			
T	22.258215500	113.910434000	525.6			
T	22.258189600	113.910353800	524.2			
T	22.258105200	113.910200900	519.8			
T	22.258102200	113.910106200	519.3			
T	22.258144000	113.909954700	520.6			
T	22.258175100	113.909878700	521.9			
T	22.258195000	113.909790000	522.9			
T	22.258228200	113.909635500	523.7			
T	22.258204600	113.909563200	522.0			
T	22.258266300	113.909449700	523.9			
T	22.258342500	113.909342400	525.3			
T	22.258392100	113.909205300	524.7			
T	22.258445100	113.909073200	523.5			
T	22.258504100	113.908982700	523.8			
T	22.258568700	113.908910300	525.3			
T	22.258675100	113.908734100	526.1			
T	22.258676000	113.908644700	524.3			
T	22.258692900	113.908553700	522.2			
T	22.258775900	113.908394700	520.8			
T	22.258815100	113.908308000	520.8			
T	22.258879800	113.908237100	523.5			
T	22.258907400	113.908169600	524.1			
T	22.258925300	113.908099700	524.2			
T	22.258952300	113.907928000	520.2			
T	22.258975000	113.907889000	519.5			
T	22.259006600	113.907859700	519.4			
T	22.259034400	113.907821000	518.6			
T	22.259071300	113.907786700	518.0			
T	22.259135000	113.907742800	517.7			
T	22.259258900	113.907687000	518.3			
T	22.259303300	113.907658900	518.1			
T	22.259342600	113.907617600	517.1			
T	22.259435500	113.907486800	513.3			
T	22.259523800	113.907342100	511.3			
T	22.259586700	113.907122000	508.4			
T	22.259672600	113.906994600	512.4			
T	22.259703200	113.906836500	506.8			
T	22.259741900	113.906752300	501.8			
T	22.259799000	113.906636000	495.2			
T	22.259969000	113.906471000	487.6			
T	22.260413000	113.906352000	486.1			
T	22.260785000	113.906153000	481.4			
T	22.261126200	113.906239400	485.0			
T	22.261485300	113.906024000	474.0			
T	22.261587200	113.905906800	469.3			
T	22.261505300	113.905866200	467.9			
T	22.261455300	113.905857800	467.7			
T	22.261402900	113.905853500	467.7			
T	22.261205900	113.905879700	468.2			
T	22.261170700	113.905888200	468.5			
T	22.261127700	113.905882300	468.2			
T	22.261084700	113.905851000	466.8			
T	22.261044000	113.905817500	465.6			
T	22.260974200	113.905801400	465.3			
T	22.260954300	113.905793400	465.1			
T	22.260941900	113.905775900	464.6			
T	22.260938900	113.905744500	463.9			
T	22.260920100	113.905706500	462.9			
T	22.260890000	113.905680300	462.3			
T	22.260861900	113.905668000	461.9			
T	22.260820300	113.905660600	461.5			
T	22.260769400	113.905630400	460.2			
T	22.260732800	113.905602200	458.9			
T	22.260694800	113.905585600	457.9			
T	22.260640600	113.905583200	457.1			
T	22.260578800	113.905596700	456.8			
T	22.260507700	113.905617000	457.1			
T	22.260438900	113.905652500	458.2			
T	22.260388000	113.905680300	458.9			
T	22.260333300	113.905693900	459.2			
T	22.260258200	113.905698900	459.1			
T	22.260241800	113.905691700	458.8			
T	22.260233900	113.905681100	458.4			
T	22.260224900	113.905658800	457.7			
T	22.260222200	113.905611600	456.3			
T	22.260213700	113.905569700	455.0			
T	22.260199600	113.905523200	453.2			
T	22.260177700	113.905496200	452.0			
T	22.260142400	113.905476300	451.0			
T	22.260052600	113.905445300	449.3			
T	22.260024700	113.905435300	448.8			
T	22.259998600	113.905433900	448.6			
T	22.259982600	113.905439600	448.9			
T	22.259961400	113.905452000	449.4			
T	22.259938800	113.905459000	449.8			
T	22.259911800	113.905462100	450.0			
T	22.259862700	113.905457400	450.0			
T	22.259745700	113.905378300	449.2			
T	22.259680800	113.905350800	449.2			
T	22.259586600	113.905305900	448.9			
T	22.259548100	113.905307900	449.1			
T	22.259500600	113.905250200	448.9			
T	22.259433500	113.905158100	449.5			
T	22.259346200	113.905120800	449.9			
T	22.259332800	113.905110800	450.0			
T	22.259322200	113.905093600	450.1			
T	22.259315500	113.905081300	450.2			
T	22.259378200	113.904937100	451.6			
T	22.259422400	113.904826700	454.2			
T	22.259434300	113.904797000	455.0			
T	22.259445700	113.904761200	456.0			
T	22.259431400	113.904726500	456.8			
T	22.259408500	113.904703900	457.1			
T	22.259395700	113.904680200	457.6			
T	22.259368700	113.904665100	457.7			
T	22.259314600	113.904647400	457.6			
T	22.259172700	113.904586900	458.0			
T	22.259097500	113.904573700	456.9			
T	22.259053200	113.904547800	456.7			
T	22.258998800	113.904501100	456.9			
T	22.258950100	113.904464600	456.8			
T	22.258907800	113.904377300	457.9			
T	22.258866200	113.904349100	457.7			
T	22.258769400	113.904262600	457.6			
T	22.258671300	113.904192300	456.9			
T	22.258592800	113.904140700	455.4			
T	22.258553600	113.904081600	454.0			
T	22.258509900	113.903995200	452.3			
T	22.258451300	113.903912300	450.6			
T	22.258424500	113.903816300	449.5			
T	22.258377100	113.903716600	448.0			
T	22.258334000	113.903628100	446.2			
T	22.258279700	113.903534000	446.0			
T	22.258162000	113.903353600	444.1			
T	22.258138400	113.903269400	443.4			
T	22.258136500	113.903190200	443.3			
T	22.258110700	113.903139000	443.0			
T	22.258099500	113.903041100	442.9			
T	22.258071700	113.902909400	440.8			
T	22.258052000	113.902839900	439.9			
T	22.257986500	113.902777500	439.0			
T	22.257968400	113.902691700	438.4			
T	22.257977900	113.902619100	437.8			
T	22.257958900	113.902558500	437.5			
T	22.257966700	113.902519400	437.1			
T	22.257955100	113.902468800	437.3			
T	22.257896700	113.902308500	438.7			
T	22.257900300	113.902285500	438.8			
T	22.257895100	113.902181300	439.2			
T	22.257797400	113.902140200	439.9			
T	22.257701200	113.902079800	439.4			
T	22.257590100	113.902022800	438.4			
T	22.257062500	113.901771800	430.7			
T	22.257033400	113.901822600	430.0			
T	22.257006700	113.901876000	429.4			
T	22.256971600	113.901928300	428.5			
T	22.256923600	113.902010300	428.4			
T	22.256921100	113.902009600	428.4			
T	22.256735800	113.901736300	427.4			
T	22.256749800	113.901792400	427.5			
T	22.256685800	113.901889900	427.1			
T	22.256647200	113.901998000	427.2			
T	22.256706400	113.902144900	428.0			
T	22.256713900	113.902202500	428.3			
T	22.256714500	113.902266900	428.9			
T	22.256692200	113.902410400	430.3			
T	22.256659300	113.902500100	431.0			
T	22.256604800	113.902575200	432.2			
T	22.256447700	113.902731900	433.8			
T	22.256219100	113.902982000	437.2			
T	22.256177900	113.903026500	437.9			
T	22.255987900	113.903231500	438.7			
T	22.255653900	113.903511500	441.9			
T	22.255570700	113.903594600	442.0			
T	22.255544700	113.903634800	441.7			
T	22.255541700	113.903698900	440.8	1		
T	22.255445000	113.903700300	441.5			
T	22.255446900	113.903402400	444.7			
T	22.255423700	113.903305900	445.3			
T	22.255329300	113.903071800	444.1			
T	22.255218200	113.902881100	442.0			
T	22.255107900	113.902756900	441.0			
T	22.255014300	113.902660200	441.0			
T	22.254923200	113.902594900	441.0			
T	22.254722100	113.902418400	440.7			
T	22.254563000	113.902244700	440.1			
T	22.254414800	113.902048700	439.3			
T	22.254355700	113.901942300	438.7			
T	22.254219700	113.901678300	440.1			
T	22.254113300	113.901390900	441.2			
T	22.253991200	113.901186500	438.1			
T	22.253842900	113.901009900	433.1			
T	22.253632300	113.900757500	422.8			
T	22.253352600	113.900439100	418.9			
T	22.253084800	113.900128500	408.1			
T	22.252878000	113.899885800	395.0			
T	22.252697000	113.899696300	386.4			
T	22.252523700	113.899615400	385.4			
T	22.252377500	113.899587700	384.5			
T	22.252259300	113.899587700	384.6			
T	22.252150900	113.899604800	384.2			
T	22.252050400	113.899651600	384.3			
T	22.251928300	113.899694200	383.7			
T	22.251792300	113.899719700	383.2			
T	22.251654400	113.899726100	382.3			
T	22.251481000	113.899692100	380.8			
T	22.251351300	113.899641000	378.1			
T	22.251234700	113.899568600	374.7			
T	22.251128600	113.899469000	369.4			
T	22.250940200	113.899296800	359.2			
T	22.250884300	113.899261200	356.9			
T	22.250826000	113.899233400	355.0			
T	22.250779800	113.899216800	353.4			
T	22.250741700	113.899207200	352.3			
T	22.250707000	113.899201800	351.6			
T	22.250671900	113.899200600	351.0			
T	22.250637000	113.899201200	350.6			
T	22.250606000	113.899204700	350.4			
T	22.250573100	113.899211000	350.3			
T	22.250539400	113.899219600	350.4			
T	22.250506200	113.899225900	350.4			
T	22.250481200	113.899229000	350.4			
T	22.250458700	113.899229700	350.3			
T	22.250411800	113.899227600	349.9			
T	22.250366900	113.899221700	349.4			
T	22.250331200	113.899213600	348.8			
T	22.250296700	113.899203000	348.3			
T	22.250271300	113.899193100	347.9			
T	22.250244700	113.899181200	347.8			
T	22.250213500	113.899163900	347.6			
T	22.250181600	113.899141600	347.2			
T	22.250151000	113.899117300	346.8			
T	22.250117400	113.899084600	346.1			
T	22.250084000	113.899047000	345.2			
T	22.250063500	113.899018500	344.5			
T	22.250042900	113.898982800	343.6			
T	22.250023600	113.898943900	342.5			
T	22.250006100	113.898901700	341.3			
T	22.249961300	113.898780600	337.6			
T	22.249941600	113.898732600	336.2			
T	22.249921200	113.898691500	335.2			
T	22.249895600	113.898651400	334.4			
T	22.249868100	113.898616900	334.0			
T	22.249840500	113.898587500	333.6			
T	22.249814100	113.898563800	333.5			
T	22.249787600	113.898545000	333.6			
T	22.249745500	113.898518200	334.2			
T	22.249667700	113.898475600	335.2			
T	22.249634000	113.898454700	335.5			
T	22.249597500	113.898429200	335.7			
T	22.249550600	113.898392900	335.9			
T	22.249521300	113.898368000	335.9			
T	22.249487500	113.898336000	335.8			
T	22.249460800	113.898307800	335.6			
T	22.249430600	113.898272600	334.8			
T	22.249403900	113.898238700	333.7			
T	22.249335300	113.898123100	330.3			
T	22.249193800	113.897822900	326.3			
T	22.248978600	113.897429100	322.8			
T	22.248803300	113.897216200	320.4			
T	22.248509700	113.896846500	324.0			
T	22.248375300	113.896677200	324.5			
T	22.248300000	113.896549400	323.8			
T	22.248262900	113.896466500	322.5			
T	22.248223300	113.896359400	321.7			
T	22.248209900	113.896261400	322.9			
T	22.248203000	113.896132500	325.1			
T	22.248211500	113.895992000	326.5			
T	22.248267900	113.895822900	328.2			
T	22.248387700	113.895615000	331.3			
T	22.248484000	113.895457700	332.1			
T	22.248543700	113.895301500	333.0			
T	22.248587500	113.895119600	334.1			
T	22.248567900	113.894979400	334.6			
T	22.248519300	113.894816000	333.2			
T	22.248156200	113.894251300	323.8			
T	22.248105000	113.894138100	322.0			
T	22.248094000	113.894077300	321.7			
T	22.248092500	113.893977600	321.6			
T	22.248105000	113.893879600	321.6			
T	22.248125300	113.893808600	321.0			
T	22.248161300	113.893724100	320.6			
T	22.248205100	113.893656500	320.7			
T	22.248264500	113.893595700	321.2			
T	22.248364600	113.893521400	321.2			
T	22.248433400	113.893489300	321.2			
T	22.248525700	113.893455500	321.5			
T	22.248819700	113.893371000	322.4			
T	22.249015200	113.893315200	322.8			
T	22.249085500	113.893281400	322.7			
T	22.249171500	113.893218900	322.2			
T	22.249245000	113.893132700	321.7			
T	22.249715000	113.892498300	321.8			
T	22.249732100	113.892476800	321.7			
T	22.249749200	113.892448700	321.4			
T	22.249772900	113.892398400	320.9			
T	22.249779800	113.892372900	320.6			
T	22.249783000	113.892340900	320.2			
T	22.249780000	113.892315000	319.7			
T	22.249775300	113.892290800	319.2			
T	22.249760100	113.892261800	318.5			
T	22.249750200	113.892247500	318.0			
T	22.249742000	113.892235600	317.7			
T	22.249717100	113.892213900	316.6			
T	22.249706500	113.892204700	316.0			
T	22.249686100	113.892199200	315.2			
T	22.249666200	113.892195200	314.5			
T	22.249621600	113.892200600	313.3			
T	22.249578100	113.892228100	312.4			
T	22.249557700	113.892244100	312.1			
T	22.249537100	113.892264300	311.9			
T	22.249386900	113.892476200	311.7			
T	22.249308100	113.892553300	310.5			
T	22.249253500	113.892606900	309.9			
T	22.249230600	113.892627700	309.6			
T	22.249200100	113.892649900	309.2			
T	22.249153000	113.892675400	308.5			
T	22.249038800	113.892714200	307.2			
T	22.248987300	113.892730300	306.6			
T	22.248935800	113.892741100	305.9			
T	22.248410100	113.892827500	300.6			
T	22.247888800	113.892906600	295.7			
T	22.246556500	113.893117700	284.3			
T	22.246405400	113.893109300	281.0			
T	22.246339100	113.893098600	279.3			
T	22.246277600	113.893085000	277.6			
T	22.246210200	113.893051900	276.3			
T	22.246126600	113.893007900	274.9			
T	22.245794700	113.892726300	272.1			
T	22.245683000	113.892624400	270.0			
T	22.245481400	113.892458000	267.1			
T	22.245089100	113.892115400	261.2			
T	22.244812200	113.891862000	260.2			
T	22.244770600	113.891816000	260.4			
T	22.244711100	113.891749300	260.7			
T	22.244166500	113.891166300	271.8			
T	22.244174800	113.891096900	271.7			
T	22.244001400	113.891037500	273.1			
T	22.243734500	113.891186400	275.6			
T	22.243683300	113.891151800	276.6			
T	22.243609200	113.891174300	277.6			
T	22.243540500	113.891249700	279.0			
T	22.243488700	113.891260300	280.4			
T	22.243501200	113.891166300	281.0			
T	22.243526000	113.891032200	281.8			
T	22.243473900	113.890951800	284.5			
T	22.243545500	113.890911800	282.8			
T	22.243615000	113.890842000	281.8			
T	22.243601800	113.890726000	285.0			
T	22.243557000	113.890507900	291.2			
T	22.243511100	113.890293200	294.8			
T	22.243438700	113.890085700	295.3			
T	22.243311200	113.889979500	298.7			
T	22.243260000	113.890015900	300.9			
T	22.243193000	113.890113800	304.9			
T	22.243084200	113.890278000	311.9			
T	22.242984900	113.890342400	315.4			
T	22.242926100	113.890351200	317.7			
T	22.242865700	113.890304800	320.0			
T	22.242811900	113.890237200	321.3			
T	22.242789900	113.890097500	320.6			
T	22.242751100	113.890026700	321.4			
T	22.242742400	113.889950200	321.5			
T	22.242701400	113.889856300	323.9			
T	22.242660400	113.889730300	327.4			
T	22.242672000	113.889616000	325.3			
T	22.242577600	113.889530200	330.8			
T	22.242494100	113.889455300	335.5			
T	22.242399000	113.889430400	340.7			
T	22.242300500	113.889372200	345.0			
T	22.242230100	113.889294100	347.2			
T	22.242122100	113.889201700	351.5			
T	22.242015000	113.889113400	355.7			
T	22.241980500	113.889044800	354.6			
T	22.241914400	113.888964500	354.4			
T	22.241850200	113.888844900	352.1			
T	22.241758000	113.888779400	354.3			
T	22.241651600	113.888733600	357.8			
T	22.241647500	113.888788800	359.9			
T	22.241656500	113.888844900	361.2			
T	22.241451800	113.888724200	368.9			
T	22.241424100	113.888673500	368.5			
T	22.241366100	113.888645100	370.9			
T	22.241302800	113.888564600	372.7			
T	22.241246600	113.888499100	374.3			
T	22.241215900	113.888571300	378.5			
T	22.241202200	113.888511000	377.3			
T	22.241146000	113.888471000	379.0			
T	22.241119100	113.888624900	387.0			
T	22.241016000	113.888678600	392.1			
T	22.240629700	113.888766400	399.2			
T	22.240579700	113.888725000	399.6			
T	22.240397600	113.888653100	399.5			
T	22.240298400	113.888588300	400.6			
T	22.240250400	113.888523800	399.2			
T	22.240196700	113.888448100	398.1			
T	22.240118400	113.888311300	398.2			
T	22.240031300	113.888143900	396.0			
T	22.239990600	113.888050100	394.9			
T	22.239935000	113.887964900	392.9			
T	22.239930200	113.887908600	391.5			
T	22.239940000	113.887852000	390.1			
T	22.239860000	113.887760200	387.9			
T	22.239784800	113.887685600	385.5			
T	22.239748300	113.887665000	384.8			
T	22.239672600	113.887662300	384.4			
T	22.239570100	113.887622700	382.1			
T	22.239400700	113.887589900	378.9			
T	22.239308900	113.887581800	376.4			
T	22.239236000	113.887550700	373.9			
T	22.239187200	113.887530900	372.2			
T	22.239136800	113.887531400	371.0			
T	22.239059400	113.887439700	366.5			
T	22.238943200	113.887374500	361.4			
T	22.238824000	113.887290000	355.8			
T	22.238650200	113.887217600	349.8			
T	22.238598800	113.887170100	348.2			
T	22.238511900	113.887144600	347.1			
T	22.238419300	113.887109000	345.7			
T	22.238274100	113.886957400	343.1			
T	22.238203300	113.886866300	344.3			
T	22.238152200	113.886830500	344.9			
T	22.237999200	113.886818700	346.3			
T	22.237910200	113.886763500	347.1			
T	22.237830400	113.886698000	347.6			
T	22.237766200	113.886630700	347.0			
T	22.237700100	113.886574700	344.4			
T	22.237647000	113.886498000	342.1			
T	22.237498200	113.886404900	338.1			
T	22.237413800	113.886260100	337.7			
T	22.237284600	113.886156000	336.5			
T	22.237140600	113.886091600	334.8			
T	22.237041300	113.886107700	333.4			
T	22.236877400	113.885978900	331.4			
T	22.236713700	113.885793400	331.4			
T	22.236624300	113.885712900	331.2			
T	22.236475300	113.885573400	333.8			
T	22.236286700	113.885487600	338.9			
T	22.236127600	113.885415700	344.9			
T	22.236038200	113.885458600	347.2			
T	22.235809800	113.885442500	355.8			
T	22.235710500	113.885421000	360.6			
T	22.235576500	113.885292300	373.2			
T	22.235556600	113.885147500	382.9			
T	22.235472200	113.885131400	387.7			
T	22.235308300	113.885131400	395.0			
T	22.235417700	113.884919000	403.1			
T	22.235338200	113.884822400	409.8			
T	22.235214100	113.884720500	416.6			
T	22.235085000	113.884591700	418.0			
T	22.234901300	113.884468400	420.5			
T	22.234702700	113.884339600	420.9			
T	22.234518900	113.884264500	420.9			
T	22.234409700	113.884098200	416.5			
T	22.234300500	113.883953400	413.4			
T	22.234151500	113.883706600	410.6			
T	22.234037100	113.883463000	408.4			
T	22.233928000	113.883331100	408.6			
T	22.233848600	113.883202400	407.7			
T	22.233759200	113.883084300	406.6			
T	22.233650000	113.882998500	406.3			
T	22.233545700	113.882805400	409.1			
T	22.233456200	113.882663700	410.8			
T	22.233332000	113.882636900	413.5			
T	22.233222900	113.882553300	416.4			
T	22.233128600	113.882488900	418.7			
T	22.232944700	113.882368700	421.5			
T	22.232641800	113.882352600	428.4			
T	22.232299200	113.882309700	433.9			
T	22.232259500	113.882245300	434.1			
T	22.232075900	113.882140200	435.7			
T	22.231882200	113.882022200	436.9			
T	22.231822600	113.881904200	436.3			
T	22.231877200	113.881748600	436.3			
T	22.231921900	113.881475000	436.8			
T	22.231966500	113.881295800	435.9			
T	22.231976400	113.881193900	435.4			
T	22.231817500	113.881108100	436.5			
T	22.231777800	113.880979300	436.7			
T	22.231653700	113.880818400	435.2			
T	22.231589100	113.880636000	429.2			
T	22.231539400	113.880394600	428.3			
T	22.231559300	113.880206800	428.9			
T	22.231549400	113.880003000	428.4			
T	22.231554500	113.879758400	427.7			
T	22.231480000	113.879624300	427.0			
T	22.231504800	113.879409700	426.2			
T	22.231544500	113.879248800	424.8			
T	22.231589200	113.879071800	423.9			
T	22.231688600	113.878975200	424.2			
T	22.231738200	113.878884000	422.7			
T	22.231777900	113.878701600	419.7			
T	22.231693500	113.878669400	421.1			
T	22.231604100	113.878551400	417.1			
T	22.231529700	113.878465600	412.6			
T	22.231440300	113.878444100	410.3			
T	22.231400500	113.878390500	408.4			
T	22.231415400	113.878293900	406.1			
T	22.231415400	113.878143700	401.6			
T	22.231365800	113.878047100	398.2			
T	22.231271400	113.878020300	395.7			
T	22.231197000	113.877966700	393.4			
T	22.231102600	113.877929100	392.0			
T	22.231062900	113.877870100	390.2			
T	22.231052900	113.877730600	387.3			
T	22.231048000	113.877623400	383.4			
T	22.231092700	113.877500000	379.0			
T	22.231177100	113.877349800	373.2			
T	22.231261500	113.877237100	367.0			
T	22.231291300	113.877119100	363.9			
T	22.231276400	113.876990400	362.4			
T	22.231236700	113.876834800	362.1			
T	22.231139400	113.876696300	362.9			
T	22.231010300	113.876492400	362.0			
T	22.230894000	113.876400300	361.0			
T	22.230789800	113.876330500	360.1			
T	22.230735100	113.876282300	359.3			
T	22.230755000	113.876099900	355.9			
T	22.230794700	113.875933600	353.6			
T	22.230705400	113.875761900	352.4			
T	22.230625900	113.875547300	350.9			
T	22.230566300	113.875241600	348.5			
T	22.230556400	113.875069900	346.0			
T	22.230561300	113.874833900	346.2			
T	22.230611000	113.874689000	347.2			
T	22.230655700	113.874528100	349.5			
T	22.230668600	113.874468600	350.4			
T	22.230710300	113.874276000	354.1			
T	22.230705600	113.874090200	357.1			
T	22.230652300	113.874016300	357.4			
T	22.230614400	113.873840800	357.9			
T	22.230535400	113.873670200	356.5			
T	22.230407400	113.873621500	357.1			
T	22.230373800	113.873503000	355.5			
T	22.230265700	113.873432300	356.1			
T	22.230121700	113.873395500	356.5			
T	22.229963500	113.873148100	358.1			
T	22.229988500	113.873042400	359.0			
T	22.229946800	113.872910600	359.2			
