type	latitude	longitude	altitude (m)	eos	name	desc
T	22.229892300	113.872792200	359.5			
T	22.229806600	113.872623700	358.2			
T	22.229810200	113.872529100	357.5			
T	22.229654700	113.872478000	358.6			
T	22.229572800	113.872487600	360.3			
T	22.229383400	113.872647600	360.9			
T	22.229289900	113.872759100	360.4			
T	22.229152100	113.872836200	362.3			
T	22.228957300	113.872845700	366.9			
T	22.228888300	113.872673100	373.1			
T	22.228826700	113.872553200	374.7			
T	22.228694700	113.872570100	375.1			
T	22.228637800	113.872562000	375.5			
T	22.228506300	113.872629200	374.6			
T	22.228350300	113.872716000	373.3			
T	22.228255900	113.872761700	374.6			
T	22.228131900	113.872736900	378.6			
T	22.227904700	113.872618400	387.8			
T	22.227736000	113.872517500	395.8			
T	22.227550800	113.872519800	401.0			
T	22.227436300	113.872596800	401.0			
T	22.227252100	113.872487500	405.8			
T	22.226956600	113.872389300	412.9			
T	22.226767900	113.872298100	417.9			
T	22.226708600	113.872224500	418.4			
T	22.226698700	113.871923500	414.6			
T	22.226611800	113.871767400	414.7			
T	22.226464900	113.871725500	419.4			
T	22.226284000	113.871617400	420.5			
T	22.226208000	113.871620200	420.4			
T	22.226152800	113.871558000	419.1			
T	22.225886800	113.871558000	416.3			
T	22.225642800	113.871522600	413.9			
T	22.225356500	113.871555300	413.4			
T	22.225231100	113.871640400	414.0			
T	22.225072700	113.871751600	415.2			
T	22.224989700	113.871604500	414.9			
T	22.224944900	113.871580100	414.7			
T	22.224963700	113.871264700	416.2			
T	22.224960700	113.871048300	419.8			
T	22.224814300	113.870852300	428.2			
T	22.224731500	113.870714000	434.2			
T	22.224587500	113.870542300	441.1			
T	22.224519200	113.870398200	442.3			
T	22.224455800	113.870170900	443.0			
T	22.224294500	113.869941500	444.9			
T	22.224203100	113.869865100	446.0			
T	22.224078100	113.869808800	446.4			
T	22.223972500	113.869741200	446.3			
T	22.223813400	113.869787300	446.2			
T	22.223683800	113.869830900	446.1			
T	22.223583300	113.869857300	445.5			
T	22.223466400	113.869828700	443.3			
T	22.223225800	113.869870600	441.1			
T	22.223029300	113.869836600	441.2			
T	22.222880200	113.869671800	442.3			
T	22.222730300	113.869458700	444.4			
T	22.222551800	113.869327700	447.9			
T	22.222404000	113.869243700	452.2			
T	22.222292800	113.869118900	455.9			
T	22.222230000	113.869045800	458.5			
T	22.222193900	113.868906200	460.6			
T	22.222222800	113.868745800	462.0			
T	22.222215800	113.868626000	461.9			
T	22.222207400	113.868437600	464.3			
T	22.222102900	113.868366700	463.8			
T	22.221996500	113.868268000	462.4			
T	22.221898000	113.868179800	461.7			
T	22.221721700	113.868071900	463.9			
T	22.221531300	113.867943100	464.3			
T	22.221486200	113.867772400	465.0			
T	22.221419200	113.867624100	464.8			
T	22.221540400	113.867486000	462.0			
T	22.221440600	113.867407500	462.9			
T	22.221501500	113.867324300	460.4			
T	22.221369600	113.867275400	460.8			
T	22.221315000	113.867275400	459.8			
T	22.221351200	113.867186700	458.6			
T	22.221290100	113.867109100	455.7			
T	22.221230500	113.867023300	452.7			
T	22.221239300	113.866953000	451.1			
T	22.221100800	113.866689300	439.6			
T	22.220931300	113.866566400	435.3			
T	22.220818400	113.866443900	433.7			
T	22.220719000	113.866352700	430.7			
T	22.220610000	113.866093200	431.0			
T	22.220497800	113.865991500	431.1			
T	22.220354400	113.865854500	431.1			
T	22.220253400	113.865717000	424.1			
T	22.220255700	113.865623300	419.2			
T	22.220251800	113.865441400	410.8			
T	22.220172600	113.865301100	404.5			
T	22.220132300	113.865152500	400.6			
T	22.220077900	113.864899900	396.5			
T	22.219991400	113.864842300	396.9			
T	22.219872200	113.864756400	397.9			
T	22.219808900	113.864643000	397.1			
T	22.219767600	113.864497800	394.6			
T	22.219893500	113.864531000	393.8			
T	22.219985400	113.864372000	389.2			
T	22.220040800	113.864143800	383.0			
T	22.220138400	113.864060400	379.9			
T	22.220359100	113.864102000	380.0			
T	22.220496800	113.864102400	378.5			
T	22.220593900	113.864090200	377.9			
T	22.220716700	113.864106700	378.9			
T	22.220793300	113.864162500	379.8			
T	22.220908700	113.864160400	380.5			
T	22.221111200	113.864078600	380.1			
T	22.221226600	113.864059300	377.4			
T	22.221320400	113.864075900	376.0			
T	22.221394600	113.864128000	376.4			
T	22.221505600	113.864290200	376.6			
T	22.221592900	113.864383800	376.3			
T	22.221939800	113.864628600	371.8			
T	22.222071200	113.864754100	372.0			
T	22.222168500	113.865012100	371.6			
T	22.222282000	113.865108700	371.7			
T	22.222495700	113.865141600	371.1			
T	22.222665100	113.865299800	372.2			
T	22.222941900	113.865267600	368.4			
T	22.223296300	113.865299800	362.8			
T	22.223656200	113.865235900	354.7			
T	22.223837900	113.865251400	355.6			
T	22.223970300	113.865226000	355.8			
T	22.224094600	113.865223900	356.0			
T	22.224217700	113.865196000	356.0			
T	22.224370000	113.865250600	355.2			
T	22.224388100	113.865283000	355.3			
T	22.224358200	113.865400000	356.6			
T	22.224444500	113.865600300	358.8			
T	22.224570900	113.865731300	359.5			
T	22.224592800	113.865797400	360.3			
T	22.224624400	113.865949200	362.8			
T	22.224835700	113.866229600	362.0			
T	22.224791400	113.866382700	366.9			
T	22.224665500	113.866486500	372.4			
T	22.224551500	113.866618400	375.5			
T	22.224647900	113.866770200	374.9			
T	22.224861900	113.866765200	369.0			
T	22.225061400	113.867079000	370.1			
T	22.225045800	113.867209900	373.4			
T	22.225092500	113.867323400	375.9			
T	22.225201700	113.867366700	376.8			
T	22.225299000	113.867305100	374.8			
T	22.225357900	113.867360700	376.9			
T	22.225648900	113.867142300	368.4			
T	22.225847300	113.867108800	361.3			
T	22.226016500	113.867012300	351.4			
T	22.226145500	113.866986600	347.3			
T	22.226267900	113.866940900	343.5			
T	22.226463100	113.866862000	337.1			
T	22.226602100	113.866765500	333.0			
T	22.226701500	113.866529400	331.0			
T	22.226943300	113.866373200	329.0			
T	22.227227800	113.866272000	324.7			
T	22.227377600	113.866235900	322.9			
T	22.227481400	113.866271600	322.5			
T	22.227833700	113.866057400	309.2			
T	22.228104800	113.865991900	301.8			
T	22.228538800	113.865757000	290.7			
T	22.228767500	113.865838700	285.5			
T	22.228853600	113.865943100	283.2			
T	22.228920600	113.866103500	280.4			
T	22.228906300	113.866443600	275.9			
T	22.229025400	113.866711800	271.6			
T	22.228974400	113.866937400	272.8			
T	22.228842900	113.867121400	276.2			
T	22.228691400	113.867680500	283.1			
T	22.228894200	113.867834800	285.2			
T	22.229065600	113.867838700	285.9			
T	22.229294100	113.868062400	292.2			
T	22.229389500	113.868381900	290.1			
T	22.229560800	113.868402100	286.7			
T	22.229804100	113.868297300	282.5			
T	22.229869600	113.867774000	280.0			
T	22.230167600	113.867741800	280.7			
T	22.230445600	113.867763300	283.0			
T	22.230753500	113.867613100	286.2			
T	22.230800000	113.867604700	286.5			
T	22.230831700	113.867599000	286.6			
T	22.230946200	113.867578400	286.4			
T	22.231051400	113.867559400	285.9			
T	22.231418900	113.867548700	285.2			
T	22.231746600	113.867559400	290.1			
T	22.232173700	113.867430700	295.4			
T	22.232499700	113.867302400	298.3			
T	22.232964700	113.867188000	298.2			
T	22.233100000	113.867112300	297.6			
T	22.233203500	113.867120800	296.8			
T	22.233279900	113.867162700	295.9			
T	22.233354800	113.867396900	293.1			
T	22.233528600	113.867567600	291.5			
T	22.233674000	113.867801800	286.6			
T	22.233655900	113.868180900	278.7			
T	22.233756300	113.868363300	274.2			
T	22.234034100	113.868496400	270.1			
T	22.234125300	113.868587300	267.8			
T	22.234239900	113.868841700	265.1			
T	22.234346400	113.868940400	261.9			
T	22.234704300	113.869272200	246.7			
T	22.234777100	113.869383600	241.1			
T	22.234796900	113.869537500	237.2			
T	22.234826800	113.869769900	233.9			
T	22.234819000	113.870064700	229.3			
T	22.234963000	113.870266400	224.4			
T	22.235165900	113.870347100	221.1			
T	22.235382300	113.870295400	216.9			
T	22.235612100	113.870265300	211.6			
T	22.235852700	113.870175100	213.2			
T	22.236207600	113.870383400	211.3			
T	22.236456900	113.870395700	213.1			
T	22.236756400	113.870410400	209.6			
T	22.237084000	113.870274800	206.0			
T	22.237306200	113.870158400	208.4			
T	22.237425500	113.870142900	211.0			
T	22.237590500	113.870148500	212.2			
T	22.237643000	113.870140800	212.2			
T	22.237749700	113.870147500	212.0			
T	22.237919500	113.870160400	210.6			
T	22.238029000	113.870193100	209.2			
T	22.238114500	113.870205900	208.1			
T	22.238250000	113.870202500	206.5			
T	22.238366400	113.870183100	205.2			
T	22.238451200	113.870057000	204.9			
T	22.238528100	113.870032100	204.0			
T	22.238601400	113.870115000	202.3			
T	22.238676600	113.870283300	200.9			
T	22.238738300	113.870471600	199.2			
T	22.238795000	113.870531000	198.9			
T	22.238860200	113.870556200	198.9			
T	22.238931900	113.870538700	198.6			
T	22.238979500	113.870534800	198.1			
T	22.239057400	113.870478100	197.6			
T	22.239157400	113.870340600	196.9			
T	22.239264800	113.870220400	196.0			
T	22.239357300	113.870088500	195.6			
T	22.239447100	113.870034000	194.7			
T	22.239770900	113.869818200	192.5			
T	22.239852600	113.869692800	192.8			
T	22.239855100	113.869570800	193.9			
T	22.239886200	113.869502000	194.3			
T	22.239929200	113.869511200	194.0			
T	22.240047000	113.869646100	193.1			
T	22.240115700	113.869695500	192.9			
T	22.240259000	113.869857800	189.1			
T	22.240450400	113.869856700	191.3			
T	22.240496800	113.869880600	191.0			
T	22.240689200	113.870064700	186.1			
T	22.240777400	113.870089800	186.2			
T	22.240890600	113.870089200	186.5			
T	22.240976000	113.870037500	187.2			
T	22.241046000	113.869924200	188.9			
T	22.241126100	113.869633600	191.4			
T	22.241162700	113.869509800	191.7			
T	22.241365800	113.869553400	184.4			
T	22.241447700	113.869539900	184.1			
T	22.241593900	113.869530200	184.7			
T	22.241683500	113.869548000	184.6			
T	22.241771000	113.869597400	184.1			
T	22.241996000	113.869634900	185.4			
T	22.242281500	113.869692600	185.0			
T	22.242495000	113.869840100	183.3			
T	22.242655400	113.869829500	180.4			
T	22.242777900	113.869804400	178.5			
T	22.243081900	113.869613600	173.3			
T	22.243225500	113.869576300	173.5			
T	22.243478500	113.869450100	171.5			
T	22.243555400	113.869326700	172.2			
T	22.243632200	113.869287600	172.1			
T	22.244081800	113.869275000	171.2			
T	22.244695200	113.869563900	164.1			
T	22.245098100	113.869273500	165.3			
T	22.245233900	113.869149900	164.2			
T	22.245456700	113.868946900	160.5			
T	22.245469500	113.868645400	154.0			
T	22.245570900	113.868485600	148.6			
T	22.245571700	113.868365500	145.8			
T	22.245744700	113.868067200	135.5			
T	22.245914300	113.867900300	126.0			
T	22.245933400	113.867605800	122.3			
T	22.246092300	113.867294700	109.7			
T	22.246112200	113.867182100	107.5			
T	22.246281000	113.867047900	97.9			
T	22.246363200	113.866947600	93.2			
T	22.246411200	113.866830600	89.7			
T	22.246503500	113.866703500	85.2			
T	22.246566800	113.866592200	81.8			
T	22.246583800	113.866594600	81.3			
T	22.246650000	113.866633800	79.9			
T	22.246760100	113.866646600	76.6			
T	22.246713000	113.866511500	75.6			
T	22.246757600	113.866382800	71.6			
T	22.246816300	113.866289100	66.8			
T	22.246852000	113.866169500	61.7			
T	22.246936000	113.866077900	55.0			
T	22.246857400	113.865949100	56.5			
T	22.246852800	113.865882700	55.3			
T	22.246954700	113.865738700	48.6			
T	22.247060500	113.865562000	42.2			
T	22.247157400	113.865497400	38.6			
T	22.247212600	113.865457700	36.5			
T	22.247249200	113.865401100	34.4			
T	22.247291400	113.865386500	32.9			
T	22.247407900	113.865265300	27.4			
T	22.247488500	113.865072200	22.3			
T	22.247585500	113.864875300	16.9			
T	22.247727400	113.864736100	13.3			
T	22.247832900	113.864681100	11.1			
T	22.247898300	113.864607800	8.1			
T	22.247929400	113.864489100	4.6			
T	22.248025300	113.864411600	2.1			
T	22.248127200	113.864294800	0.5			
T	22.248095700	113.864122900	0.1			
T	22.248050100	113.863907300	1.9			
T	22.247976900	113.863682000	2.6			
T	22.247977400	113.863580600	2.6			
T	22.247902800	113.863509300	3.1			
T	22.247756800	113.863375600	4.3			
T	22.247580000	113.863165900	6.0			
T	22.247497400	113.863094300	6.3			
T	22.247319000	113.862960000	7.8			
T	22.247295400	113.862815600	5.8			
T	22.247255400	113.862646300	4.2			
T	22.247175000	113.862358300	1.8			
T	22.247069200	113.862095200	1.7			
T	22.247092400	113.862045900	1.4			
T	22.246908100	113.861992900	3.2			
T	22.246750900	113.861745000	5.4			
T	22.246622800	113.861474900	4.3			
T	22.246430800	113.861311100	3.4			
T	22.246226500	113.861037400	2.0			
T	22.246157600	113.860979300	2.2			
T	22.246061900	113.860910000	2.7			
T	22.246007000	113.860845600	2.4			
T	22.245923300	113.860668500	3.2			
T	22.245891500	113.860526400	4.0			
T	22.245882800	113.860488300	4.6			
T	22.245866200	113.860415900	5.7			
T	22.245804300	113.860204200	7.2			
T	22.245769500	113.860125100	6.6			
T	22.245697600	113.859988300	6.3			
T	22.245645400	113.859789900	5.1			
T	22.245643300	113.859682800	3.9			
T	22.245597400	113.859614400	3.5			
T	22.245583400	113.859559200	2.8			
T	22.245466700	113.859217200	3.7			
T	22.245347500	113.859068400	8.0			
T	22.245297900	113.859028100	9.8			
T	22.245262800	113.859017600	11.0			
T	22.245227500	113.858984100	12.1			
T	22.245184900	113.858806800	12.5			
T	22.245145200	113.858636500	11.6			
T	22.245064800	113.858443600	15.5			
T	22.245031000	113.858246200	18.2			
T	22.244994100	113.858167400	20.0			
T	22.244973000	113.858085600	21.6			
T	22.244943200	113.857867000	21.1			
T	22.244902200	113.857716800	21.7			
T	22.244842700	113.857554500	23.4			
T	22.244837300	113.857402700	23.2			
T	22.244818700	113.857127800	22.2			
T	22.244745500	113.856834100	22.2			
T	22.244757900	113.856612700	21.7			
T	22.244791800	113.856370300	21.0			
T	22.244796400	113.856178200	20.7			
T	22.244708200	113.855837600	18.7			
T	22.244637500	113.855450000	13.7			
T	22.244568400	113.855021300	14.2			
T	22.244447600	113.854787400	15.0			
T	22.244387900	113.854626900	16.0			
T	22.244318300	113.854408400	19.2			
T	22.244184400	113.854203300	21.2			
T	22.244016000	113.853836600	31.8			
T	22.244040500	113.853579300	28.9			
T	22.243942400	113.853256000	24.7			
T	22.243902600	113.853095100	21.7			
T	22.243594600	113.852894400	28.1			
T	22.243490500	113.852759400	29.8			
T	22.243319400	113.852488000	29.4			
T	22.243098300	113.852070500	28.7			
T	22.242994300	113.852016800	31.0			
T	22.242860600	113.851857100	29.5			
T	22.242724300	113.851696800	27.8			
T	22.242478300	113.851617000	31.3			
T	22.242178800	113.851569200	31.9			
T	22.241975000	113.851595800	30.4			
T	22.241739200	113.851624300	31.7			
T	22.241497600	113.851635500	33.6			
T	22.241221700	113.851501800	21.4			
T	22.241037700	113.851485700	20.0			
T	22.240695800	113.851582300	22.5			
T	22.240467400	113.851635900	22.3			
T	22.240054600	113.851721800	4.8			
T	22.239721900	113.852000700	6.7			
T	22.239494200	113.852236800	26.1			
T	22.239091300	113.852403100	17.1			
T	22.238938100	113.852526400	16.2			
T	22.238773500	113.852623000	15.3			
T	22.238569900	113.852639100	13.1			
T	22.238301800	113.852566000	9.9			
T	22.237814400	113.852516400	9.2			
T	22.237381200	113.852542200	10.7			
T	22.237099000	113.852657800	14.7			
T	22.236908100	113.852710900	16.9			
T	22.236688300	113.852698100	19.3			
T	22.236370200	113.852730300	19.4			
T	22.236161700	113.852751700	12.8			
T	22.235770700	113.852704500	6.8			
T	22.235358400	113.852792200	7.2			
T	22.235288700	113.852788000	7.2			
T	22.235242700	113.852785300	6.3			
T	22.234998800	113.852769300	0.0			
T	22.234792000	113.852810200	0.4			
T	22.234669800	113.852826900	0.6			
T	22.234461500	113.852827900	1.6			
T	22.234332900	113.852817700	1.7			
T	22.234252200	113.852815200	1.8			
T	22.234079700	113.852869300	4.1			
T	22.233982700	113.852871000	5.1			
T	22.233866300	113.852832900	5.3			
T	22.233712100	113.852818300	5.2			
T	22.233576400	113.852818000	5.8			
T	22.233494400	113.852794600	5.9			
T	22.233382300	113.852760100	6.4			
T	22.233332600	113.852723300	7.0			
T	22.233263800	113.852688800	6.7			
T	22.233221400	113.852680400	6.5			
T	22.233183300	113.852699400	6.3			
T	22.233110800	113.852760100	6.1			
T	22.233084900	113.852763800	6.1			
T	22.232980500	113.852707700	5.7			
T	22.232920400	113.852671300	5.4			
T	22.232891700	113.852647500	5.3			
T	22.232464100	113.852311000	1.2			
T	22.232265900	113.852177400	2.4			
T	22.232150000	113.852126000	5.1			
T	22.231945900	113.851973900	11.9			
T	22.231737800	113.851829900	15.3			
T	22.231659100	113.851727500	15.5			
T	22.231671500	113.851651500	13.7			
T	22.231668000	113.851606100	13.5			
T	22.231631000	113.851570000	13.9			
T	22.231387300	113.851413300	13.6			
T	22.231358600	113.851359500	12.8			
T	22.231382100	113.851251400	10.1			
T	22.231361700	113.851219100	9.5			
T	22.231322500	113.851202700	9.3			
T	22.231269400	113.851196400	9.4			
T	22.231219000	113.851199900	9.7			
T	22.231138800	113.851216900	10.7			
T	22.231039700	113.851202700	11.7			
T	22.230951300	113.851171200	12.2			
T	22.230872300	113.851123600	11.8			
T	22.230774300	113.851032400	11.8			
T	22.230673500	113.850813100	9.6			
T	22.230675900	113.850676600	8.7			
T	22.230593700	113.849985700	-1.6			
T	22.230584800	113.849879800	-1.9			
T	22.230583700	113.849831400	-1.9			
T	22.230630900	113.849639300	-2.0			
T	22.230689300	113.849449200	-1.5			
T	22.230640500	113.849428800	-1.3			
T	22.230148000	113.849366000	2.4			
T	22.229989000	113.849389000	3.8			
T	22.229889000	113.849428000	4.3			
T	22.229787000	113.849508000	5.6			
T	22.229723000	113.849532000	6.3			
T	22.229659000	113.849516000	6.6			
T	22.229506000	113.849344000	5.3			
T	22.229162000	113.849008000	2.3			
T	22.228951000	113.848846000	1.8			
T	22.228798000	113.848766000	2.7			
T	22.228729000	113.848748000	3.1			
T	22.228426000	113.848713000	6.9			
T	22.227923800	113.848520000	6.5			
T	22.227848300	113.848539400	6.8			
T	22.227477600	113.848406700	6.9			
T	22.227142400	113.848242200	8.4			
T	22.226767000	113.848058000	9.0			
T	22.226232000	113.847881000	11.8			
T	22.226145000	113.847883000	12.3			
T	22.226023200	113.847894400	12.1			
T	22.225964000	113.848103000	13.7			
T	22.225903500	113.848200500	13.5			
T	22.225841000	113.848301000	13.0			
T	22.225799000	113.848345000	13.2			
T	22.225746000	113.848371000	13.7			
T	22.225642000	113.848384000	13.8			
T	22.225323000	113.848356000	16.1			
T	22.225278000	113.848352000	16.6			
T	22.225078000	113.848310000	17.8			
T	22.225004000	113.848284000	18.1			
T	22.224867000	113.848202000	16.9			
T	22.224774000	113.848206000	17.1			
T	22.224665000	113.848174000	16.8			
T	22.224616000	113.848120000	15.8			
T	22.224557000	113.848012000	14.3			
T	22.224483000	113.847715000	12.8			
T	22.224435000	113.847623000	12.5			
T	22.224326000	113.847510000	12.5			
T	22.224197000	113.847406000	12.9			
T	22.223823000	113.847182000	12.8			
T	22.223677000	113.847132000	12.8			
T	22.223598000	113.847123000	13.1			
T	22.223527700	113.847139900	14.0			
T	22.223356000	113.847181000	16.3			
T	22.223222000	113.847178000	19.3			
T	22.223147000	113.847150000	20.7			
T	22.222971000	113.847005000	22.3			
T	22.222888000	113.846975000	23.4			
T	22.222575000	113.846974000	28.3			
T	22.222398000	113.846943000	30.8			
T	22.222329000	113.846918000	31.8			
T	22.222264000	113.846870000	32.5			
T	22.222222000	113.846800000	32.4			
T	22.222149000	113.846613000	31.8			
T	22.222037000	113.846427000	31.5			
T	22.222025000	113.846325000	31.0			
T	22.222041000	113.846201000	30.5			
T	22.222028000	113.846048000	30.0			
T	22.221989000	113.845941000	29.9			
T	22.221947000	113.845880000	30.3			
T	22.221842000	113.845790000	31.3			
T	22.221747000	113.845737000	32.4			
T	22.221583000	113.845688000	35.4			
T	22.221479000	113.845636000	37.4			
T	22.221383000	113.845512000	38.2			
T	22.221257000	113.845234000	36.4			
T	22.221123400	113.845080300	38.4			
T	22.220968000	113.844842000	41.8			
T	22.220874000	113.844727000	42.4			
T	22.220509100	113.844502100	46.5			
T	22.220470000	113.844478000	46.6			
T	22.219883000	113.843986000	35.1			
T	22.219628000	113.843845000	29.4			
T	22.219175000	113.843784000	26.6			
T	22.219030000	113.843739000	25.9			
T	22.218658000	113.843526000	23.8			
T	22.218558000	113.843486000	23.0			
T	22.218460000	113.843479000	22.3			
T	22.218335000	113.843495000	21.9			
T	22.218179000	113.843538000	21.4			
T	22.218106000	113.843573000	21.6			
T	22.217674000	113.843868000	25.6			
T	22.217598000	113.843888000	24.7			
T	22.217519000	113.843881000	23.2			
T	22.217452000	113.843852000	21.7			
T	22.217209000	113.843687000	16.2			
T	22.217076200	113.843575400	12.3			
T	22.217037000	113.843610000	12.3			
T	22.216979100	113.843588200	11.1			
T	22.216800000	113.843637000	9.5			
T	22.216666000	113.843634000	7.6			
T	22.216571000	113.843657000	7.8			
T	22.216397000	113.843735000	8.7			
T	22.216074000	113.843942000	8.4			
T	22.215806000	113.844079000	8.6			
T	22.215655000	113.844136000	10.6			
T	22.215521000	113.844152000	12.0			
T	22.215406000	113.844143000	12.3			
T	22.215109300	113.844073700	13.9			
T	22.214816000	113.844028000	16.3			
T	22.214600000	113.843967000	14.5			
T	22.214468700	113.843936900	11.6			
T	22.214371800	113.843845700	8.7			
T	22.214195000	113.843785000	6.2			
T	22.214093000	113.843752000	6.1			
T	22.213855000	113.843709000	7.3			
T	22.213698900	113.843652600	8.3			
T	22.213581400	113.843701300	9.3			
T	22.213301600	113.843719700	9.2			
T	22.213204800	113.843717000	8.5			
T	22.213152400	113.843769600	8.7			
T	22.212933300	113.843975900	11.7			
T	22.212830000	113.844145000	14.8			
T	22.212405000	113.844368000	17.3			
T	22.212162000	113.844675000	21.7			
T	22.211816000	113.844950000	28.1			
T	22.211581000	113.845089000	33.2			
T	22.211092000	113.845306000	43.8			
T	22.210911000	113.845414000	47.2			
T	22.210835000	113.845437000	48.0			
T	22.210715000	113.845413000	48.7			
T	22.210505000	113.845303000	49.2			
T	22.210360000	113.845258000	50.8			
T	22.210218000	113.845269000	52.8			
T	22.209390000	113.845512500	67.5			
T	22.208757000	113.845743000	63.7			
T	22.208522000	113.845862000	59.8			
T	22.208422000	113.845927000	59.3			
T	22.208167000	113.846184000	56.6			
T	22.207728000	113.846537000	48.3			
T	22.207327000	113.846940000	44.6			
T	22.207185000	113.847056000	43.9			
T	22.206812000	113.847269000	42.9			
T	22.206486000	113.847539000	43.2			
T	22.206163000	113.847749000	37.5			
T	22.205924400	113.847853900	33.6			
T	22.205869400	113.847890500	33.2			
T	22.205787700	113.848000800	33.4			
T	22.205771000	113.848005400	32.7			
T	22.205697400	113.848010900	29.5			
T	22.205672200	113.848022900	28.7			
T	22.205651800	113.848042000	28.2			
T	22.205622300	113.848054800	27.1			
T	22.205592500	113.848056500	25.7			
T	22.205536300	113.848076200	23.3			
T	22.205450900	113.848115500	19.7			
T	22.205400000	113.848118100	17.2			
T	22.205355000	113.848136900	15.3			
T	22.205335400	113.848157000	14.7			
T	22.205315300	113.848168500	13.9			
T	22.205239300	113.848211800	12.3			
T	22.205160700	113.848299200	12.7			
T	22.205149500	113.848313600	12.8			
T	22.205142400	113.848328700	13.0			
T	22.205133400	113.848384400	13.4			
T	22.205072200	113.848434300	12.4			
T	22.205048000	113.848452100	11.9			
T	22.205022200	113.848487300	11.1			
T	22.204988700	113.848553700	10.0			
T	22.204945000	113.848599300	9.0			
T	22.204928200	113.848626800	8.9			
T	22.204906400	113.848649600	8.7			
T	22.204865500	113.848673000	8.1			
T	22.204843800	113.848709900	8.0			
T	22.204787900	113.848750800	7.0			
T	22.204732600	113.848809500	6.0			
T	22.204694400	113.848843500	5.3			
T	22.204608800	113.848944500	4.3			
T	22.204530900	113.849014000	4.0			
T	22.204433400	113.849077700	4.1			
T	22.204317900	113.849164200	5.5			
T	22.204295300	113.849178000	5.5			
T	22.204258600	113.849194500	5.3			
T	22.204224500	113.849214600	5.2			
T	22.204072700	113.849217600	3.6			
T	22.203951300	113.849220900	1.9			
T	22.203902300	113.849246400	1.6			
T	22.203833300	113.849298700	2.3			
T	22.203809800	113.849336500	2.9			
T	22.203698000	113.849399900	3.6			
T	22.203644000	113.849422400	3.8			
T	22.203579800	113.849435800	3.5			
T	22.203277400	113.849440100	1.0			
T	22.203256400	113.849436600	1.0			
T	22.203276400	113.849618900	2.6			
T	22.203265100	113.849756800	4.6			
T	22.203279900	113.849796200	6.0			
T	22.203304500	113.850063400	13.3			
T	22.203313100	113.850247200	15.3			
T	22.203292300	113.850298400	15.3			
T	22.203284900	113.850396300	15.5			
T	22.203291700	113.850475500	15.9			
T	22.203278700	113.850515000	15.7			
T	22.203197000	113.850642900	15.2			
T	22.203175600	113.850781200	16.5			
T	22.203131500	113.850900600	17.3			
T	22.203087400	113.850969700	17.5			
T	22.203066200	113.851015100	17.8			
T	22.203063800	113.851026000	17.9			
T	22.202977500	113.851194300	17.3			
T	22.202933700	113.851222300	16.3			
T	22.202910500	113.851223800	15.8			
T	22.202842800	113.851211100	14.0			
T	22.202801200	113.851260700	13.1			
T	22.202756600	113.851383800	12.6			
T	22.202724900	113.851537000	12.6			
T	22.202675200	113.851670400	12.2			
T	22.202690400	113.851678900	12.5			
T	22.202715500	113.851693800	13.0			
T	22.202718000	113.851742800	13.3			
T	22.202708000	113.851812000	13.5			
T	22.202792500	113.851887700	15.3			
T	22.202809300	113.851940600	16.1			
T	22.202837900	113.851990900	17.2			
T	22.202859300	113.852068500	17.9			
T	22.202859600	113.852177300	17.8			
T	22.202881900	113.852250400	18.4			
T	22.202853400	113.852308100	18.3			
T	22.202839500	113.852376800	18.6			
T	22.202820500	113.852421400	18.7			
T	22.202751600	113.852482400	18.3			
T	22.202720500	113.852524000	18.1			
T	22.202707100	113.852606800	18.4			
T	22.202701900	113.852634000	18.5			
T	22.202713100	113.852665500	18.9			
T	22.202711200	113.852756700	19.4			
T	22.202727100	113.852846600	19.2			
T	22.202738500	113.852878100	19.1			
T	22.202757800	113.852904900	19.2			
T	22.202795600	113.852957200	19.5			
T	22.202827300	113.852974000	20.0			
T	22.202865200	113.852976600	20.9			
T	22.202933600	113.852992600	22.4			
T	22.202964500	113.853024200	22.9			
T	22.202981900	113.853059100	23.1			
T	22.202980700	113.853106100	23.1			
T	22.202954600	113.853187900	22.5			
T	22.202935400	113.853267400	22.0			
T	22.202945300	113.853322000	22.2			
T	22.202972000	113.853363500	23.3			
T	22.202990600	113.853399800	24.2			
T	22.202995300	113.853446700	24.9			
T	22.202994900	113.853550000	26.3			
T	22.203001100	113.853604300	27.1			
T	22.202991800	113.853658600	27.2			
T	22.202985600	113.853686700	27.2			
T	22.202996800	113.853707500	27.7			
T	22.203003600	113.853747800	28.2			
T	22.203059800	113.853886800	31.1			
T	22.203134800	113.854124800	36.9			
T	22.203162800	113.854395200	40.7			
T	22.203301300	113.854562200	47.5			
T	22.203307500	113.854664000	46.4			
T	22.203362700	113.854706400	48.9			
T	22.203422300	113.854817000	49.8			
T	22.203533500	113.854870800	56.4			
T	22.203585800	113.854931100	59.6			
T	22.203657800	113.854954700	63.8			
T	22.203679100	113.855137800	59.2			
T	22.203736700	113.855232200	59.3			
T	22.203735000	113.855425500	54.3			
T	22.203762800	113.855500700	54.5			
T	22.203891600	113.855549100	61.3			
T	22.203938000	113.855722100	62.8			
T	22.203941400	113.855911600	62.7			
T	22.203864600	113.856052800	58.0			
T	22.203823500	113.856250200	55.0			
T	22.203824900	113.856382400	54.4			
T	22.203931400	113.856561100	61.0			
T	22.204061100	113.856692500	69.4			
T	22.204064500	113.856804800	67.0			
T	22.204074900	113.856884000	65.8			
