type	latitude	longitude	altitude (m)	eos	name	desc
T	22.385133200	114.157663500	445.5			
T	22.385166600	114.157883900	438.2			
T	22.385182300	114.157904800	436.9			
T	22.385345500	114.158122300	426.7			
T	22.385426100	114.158399900	426.7			
T	22.385797000	114.158859400	439.7			
T	22.386136500	114.159280000	458.7			
T	22.386719200	114.160208200	482.2			
T	22.387017300	114.160574900	494.0			
T	22.387140300	114.160618300	489.2			
T	22.387452000	114.160725300	475.8			
T	22.387872400	114.161132800	445.3			
T	22.388153600	114.161240800	423.7			
T	22.388336400	114.161470700	420.8			
T	22.388642500	114.161596000	417.3			
T	22.389129800	114.161897700	402.2			
T	22.389595000	114.162175900	390.2			
T	22.389822200	114.162506000	376.2			
T	22.390274200	114.162654300	371.1			
T	22.390484200	114.162723200	373.1			
T	22.390919300	114.162751100	369.7			
T	22.391091600	114.162856900	370.0			
T	22.391677600	114.163687000	357.9			
T	22.391705300	114.163802200	356.0			
T	22.391790400	114.164155900	354.0			
T	22.391818800	114.164274100	356.2			
T	22.392256200	114.164684700	364.4			
T	22.392303400	114.165108600	370.4			
T	22.392688500	114.165216800	380.6			
T	22.392976900	114.165441000	382.4			
T	22.393282200	114.166258100	391.0			
T	22.393545600	114.167169200	406.7			
T	22.393687500	114.167398100	403.8			
T	22.393988400	114.167671400	406.3			
T	22.394649200	114.168058200	412.6			
T	22.394898900	114.168157600	416.3			
T	22.395036300	114.168133900	415.7			
T	22.395215200	114.168024500	410.2			
T	22.395650600	114.167667600	394.9			
T	22.396180300	114.167641700	399.3			
T	22.396917200	114.167556500	417.3			
T	22.397388700	114.167688400	419.7			
T	22.397449400	114.167663300	419.3			
T	22.397762700	114.167340800	415.3			
T	22.398051900	114.166886700	425.2			
T	22.398153400	114.166755900	432.9			
T	22.398203500	114.166602200	441.0			
T	22.398162700	114.166327300	444.2			
T	22.398200200	114.166242200	445.5			
T	22.398340700	114.166238500	453.7			
T	22.398561800	114.166406600	462.2			
T	22.398513100	114.166209400	459.2			
T	22.398567200	114.166035000	458.2			
T	22.398729800	114.165931800	456.5			
T	22.399084600	114.166129600	458.2			
T	22.399206900	114.166395800	463.2			
T	22.399495500	114.166899900	469.7			
T	22.399661200	114.167018300	473.4			
T	22.399847200	114.167049000	474.6			
T	22.400036400	114.167010600	471.5			
T	22.400396800	114.167162600	475.7			
T	22.400645200	114.167497600	482.3			
T	22.401106400	114.167848000	488.4			
T	22.401191200	114.167828700	488.8			
T	22.401740100	114.167355800	490.0			
T	22.401968000	114.167348400	493.0			
T	22.402107800	114.167343800	494.8			
T	22.402208800	114.167507400	494.5			
T	22.402531300	114.167662300	496.0			
T	22.402595700	114.167637400	498.1			
T	22.402607500	114.167566700	500.0			
T	22.402510300	114.167305900	503.0			
T	22.402560500	114.167225600	505.5			
T	22.402649600	114.167208700	507.8			
T	22.403006300	114.167327300	511.1			
T	22.403197300	114.167318100	513.5			
T	22.403734300	114.167093000	521.0			
T	22.403927500	114.167069400	524.3			
T	22.404114100	114.167071500	528.3			
T	22.404478600	114.167179100	534.4			
T	22.404621700	114.167282600	538.3			
T	22.404827200	114.167617700	545.2			
T	22.404975500	114.167707100	548.5			
T	22.404995500	114.167719200	548.9			
T	22.405581600	114.167247000	555.5			
T	22.405759200	114.167208100	557.2			
T	22.406294900	114.166663500	570.2			
T	22.406669000	114.166713800	568.7			
T	22.406986300	114.166506200	580.0			
T	22.407319500	114.166493800	571.4			
T	22.407743300	114.166018300	572.1			
T	22.409008200	114.165208100	571.9			
T	22.409207300	114.165202000	574.5			
T	22.409624000	114.165189100	584.1			
T	22.409765500	114.165287200	591.4			
T	22.409924500	114.165492500	597.3			
T	22.410004300	114.165595400	599.4			
T	22.410167300	114.165669000	602.8			
T	22.410345700	114.165612600	609.2			
T	22.410633800	114.165643100	617.1			
T	22.410719100	114.165652100	618.8			
T	22.410887500	114.165562000	621.8			
T	22.411130900	114.165270700	616.9			
T	22.411223500	114.165183900	616.3			
T	22.411271700	114.165183900	616.4			
T	22.411280900	114.165194500	616.5			
T	22.411314100	114.165158600	616.3			
T	22.411319600	114.165032600	615.7			
T	22.411330200	114.164985800	615.3			
T	22.411388300	114.164826200	612.2			
T	22.411569100	114.164485500	596.4			
T	22.411599100	114.163868100	580.5			
T	22.411618400	114.163471900	568.9			
T	22.411736200	114.163007500	553.7			
T	22.411817200	114.162892500	550.6			
T	22.411809700	114.162747700	546.4			
T	22.411758100	114.162633100	542.3			
T	22.411977300	114.161907400	513.1			
T	22.412331300	114.161312300	483.6			
T	22.412384700	114.161110900	472.9			
T	22.412448500	114.160875100	467.6			
T	22.412469100	114.160829400	466.4			
T	22.412474800	114.160802700	465.6			
T	22.412494300	114.160761000	464.0			
T	22.412514600	114.160739700	462.8			
T	22.412516600	114.160625600	459.5			
T	22.412509200	114.160581700	458.5			
T	22.412551700	114.160555300	456.3			
T	22.412567500	114.160500000	453.9			
T	22.412599500	114.160429600	450.4			
T	22.412614700	114.160351600	447.2			
T	22.412626400	114.160262400	444.0			
T	22.412640400	114.160208300	442.5			
T	22.412636000	114.160130200	440.9			
T	22.412655600	114.160067600	439.3			
T	22.412726400	114.160065100	438.3			
T	22.412765500	114.160044300	437.6			
T	22.412700500	114.159969600	436.8			
T	22.412659600	114.159958500	436.7			
T	22.412595800	114.159965000	437.3			
T	22.412526800	114.159989500	438.5			
T	22.412313400	114.160071800	439.8			
T	22.412139200	114.160140300	440.9			
T	22.412067100	114.160133000	439.5			
T	22.412328600	114.159924700	435.0			
T	22.412379400	114.159865100	433.8			
T	22.412430400	114.159766300	431.5			
T	22.412496300	114.159551700	426.7			
T	22.412988300	114.158848400	400.5			
T	22.413029400	114.158742400	394.8			
T	22.413005200	114.158702700	393.7			
T	22.412969100	114.158669500	393.3			
T	22.412924200	114.158668500	394.6			
T	22.412763900	114.158732500	401.0			
T	22.412552400	114.158842800	402.9			
T	22.412483500	114.158876300	402.9			
T	22.412426700	114.158885400	403.0			
T	22.412365200	114.158874200	402.8			
T	22.412258200	114.158810500	401.9			
T	22.412214500	114.158767200	401.3			
T	22.412192800	114.158716600	400.6			
T	22.412183600	114.158651000	399.7			
T	22.412190800	114.158567700	398.4			
T	22.412180700	114.158488600	397.1			
T	22.412136700	114.158401900	395.4			
T	22.412074100	114.158343400	393.6			
T	22.411978400	114.158279000	392.6			
T	22.411850200	114.158238400	391.8			
T	22.411814600	114.158223200	391.6			
T	22.411851600	114.158172900	391.9			
T	22.411898400	114.158110000	392.4			
T	22.411916800	114.158095400	392.6			
T	22.412087200	114.157821100	401.1			
T	22.412236500	114.157573600	407.5			
T	22.412276000	114.157510000	408.1			
T	22.412253000	114.157318000	413.1			
T	22.412161000	114.157121000	419.8			
T	22.412260000	114.156985000	424.9			
T	22.412178000	114.156645000	433.4			
T	22.412488000	114.155691000	470.9			
T	22.412737200	114.155542000	475.7			
T	22.412926000	114.155329000	481.8			
T	22.412941000	114.155002000	497.0			
T	22.412994000	114.155019000	495.3			
T	22.413049000	114.154923000	496.8			
T	22.413012000	114.154763000	501.2			
T	22.412956200	114.154365400	513.6			
T	22.412946000	114.153932000	526.2			
T	22.412901000	114.153693000	529.9			
T	22.412942000	114.153521000	532.0			
T	22.412876000	114.153179000	537.9			
T	22.413032000	114.152920000	551.4			
T	22.413076000	114.152828000	556.4			
T	22.413169400	114.152289400	571.6			
T	22.413350000	114.152213000	574.6			
T	22.413829000	114.151759000	596.8			
T	22.414225000	114.151023000	609.6			
T	22.414375000	114.151001000	611.0			
T	22.414535000	114.150880000	614.2			
T	22.414555000	114.150740000	616.3			
T	22.414789000	114.150280000	624.2			
T	22.414982000	114.150182000	628.7			
T	22.415100000	114.149831000	633.2			
T	22.415418000	114.149350000	634.2			
T	22.415686000	114.148636000	648.6			
T	22.416021000	114.148371000	647.7			
T	22.416297000	114.148264000	650.8			
T	22.416624000	114.147949000	655.8			
T	22.416667000	114.147833000	656.2			
T	22.416524700	114.147548300	654.8			
T	22.416685700	114.147269400	655.9			
T	22.416867200	114.146734800	663.4			
T	22.416794300	114.146398200	660.1			
T	22.416853000	114.146125000	654.0			
T	22.416782500	114.146023300	653.2			
T	22.416614000	114.145780000	653.6			
T	22.416580000	114.145447000	658.7			
T	22.416407700	114.144934800	673.7			
T	22.416172000	114.144295000	684.3			
T	22.416022000	114.144184000	687.3			
T	22.415763000	114.143482000	701.0			
T	22.415838000	114.143280000	700.8			
T	22.415819000	114.143049000	696.0			
T	22.415910000	114.142882000	697.6			
T	22.415931000	114.142498000	702.3			
T	22.416046000	114.142200000	705.6			
T	22.416024000	114.142054000	705.8			
T	22.416170000	114.141864000	701.6			
T	22.416344000	114.141477000	701.7			
T	22.416590000	114.141165000	708.0			
T	22.416699000	114.141135000	708.9			
T	22.416873000	114.140944000	715.0			
T	22.417074000	114.140467000	727.1			
T	22.417065000	114.140180000	731.2			
T	22.417125000	114.139938000	735.8			
T	22.417402000	114.139541000	738.9			
T	22.417402000	114.139433000	738.9			
T	22.417227000	114.139001000	746.8			
T	22.417229000	114.138645000	753.7			
T	22.417278000	114.138409000	759.0			
T	22.417445500	114.138352300	764.3			
T	22.417528500	114.137950300	771.2			
T	22.417615400	114.137715100	770.2			
T	22.417601200	114.137581300	770.0			
T	22.417545200	114.137497200	771.0			
T	22.417518600	114.137370900	772.4			
T	22.417462800	114.137221700	774.0			
T	22.417271200	114.137092900	774.5			
T	22.417194900	114.137014500	773.9			
T	22.417112400	114.136840200	771.8			
T	22.417114100	114.136693300	772.4			
T	22.417243500	114.136462000	775.2			
T	22.417200300	114.136293000	773.0			
T	22.417204600	114.136078500	770.1			
T	22.417191700	114.135992700	768.8			
T	22.417182400	114.135911600	767.7			
T	22.417184700	114.135851100	767.1			
T	22.417087100	114.135700100	764.8			
T	22.417091900	114.135622600	765.3			
T	22.417111100	114.135532700	766.1			
T	22.417130900	114.135453600	766.6			
T	22.417158200	114.135366400	767.0			
T	22.417155300	114.135243700	766.7			
T	22.417007700	114.134987800	763.2			
T	22.416953000	114.134896200	760.5			
T	22.416831500	114.134844300	757.5			
T	22.416799300	114.134733300	755.2			
T	22.416765300	114.134590000	752.2			
T	22.416765400	114.134424800	748.4			
T	22.416727800	114.134311600	742.7			
T	22.416645000	114.134133300	733.6			
T	22.416565000	114.133884000	728.4			
T	22.416837100	114.133125200	720.6			
T	22.416835400	114.133069400	720.1			
T	22.416813200	114.133020300	720.4			
T	22.416779500	114.132979700	721.1			
T	22.416752300	114.132610300	717.4			
T	22.416788800	114.132445700	714.3			
T	22.416779000	114.132356700	714.0			
T	22.416760500	114.132272700	713.7			
T	22.416736700	114.132205100	713.6			
T	22.416706400	114.132105100	714.4			
T	22.416701000	114.131998700	715.0			
T	22.416798500	114.131711700	720.2			
T	22.416811800	114.131569300	724.3			
T	22.416788500	114.131371300	730.7			
T	22.416745400	114.131272600	730.9			
T	22.416545200	114.131102300	728.8			
T	22.416498700	114.130965500	727.8			
T	22.416466600	114.130767400	726.9			
T	22.416508600	114.130529100	727.7			
T	22.416726100	114.130110800	724.6			
T	22.416753700	114.130000700	724.4			
T	22.416756600	114.129928200	725.5			
T	22.416686400	114.129694600	728.7			
T	22.416720800	114.129455200	733.6			
T	22.416884500	114.128608800	734.5			
T	22.416912600	114.128463300	735.9			
T	22.416885400	114.128150700	740.4			
T	22.416785100	114.127857400	750.0			
T	22.416701500	114.127861200	753.3			
T	22.416584000	114.127891900	756.9			
T	22.416438600	114.127876800	761.2			
T	22.416425700	114.127790300	762.6			
T	22.416470300	114.127383500	766.5			
T	22.416441400	114.127063800	771.4			
T	22.416388900	114.126700800	774.0			
T	22.416210100	114.126358900	789.7			
T	22.416230700	114.126192700	797.1			
T	22.416190500	114.126041300	799.9			
T	22.416189500	114.125977100	800.0			
T	22.416219700	114.125879000	800.9			
T	22.416208900	114.125808800	801.3			
T	22.416183100	114.125769100	802.0			
T	22.416132500	114.125724000	802.7			
T	22.416007000	114.125647900	806.0			
T	22.415938500	114.125568900	809.4			
T	22.415833500	114.125450600	813.6			
T	22.415760000	114.125367900	816.5			
T	22.415491900	114.125114400	819.9			
T	22.415411500	114.125069800	821.4			
T	22.414991600	114.125027800	834.7			
T	22.414936600	114.124983500	837.3			
T	22.414903900	114.124939200	837.9			
T	22.414881800	114.124876100	838.3			
T	22.414868400	114.124706400	837.9			
T	22.414329500	114.124409400	846.0			
T	22.414270300	114.124340500	848.1			
T	22.414130300	114.124039700	853.4			
T	22.414099500	114.123889900	853.9			
T	22.414089300	114.123586400	852.6			
T	22.414069000	114.123529700	852.2			
T	22.414030700	114.123509800	853.6			
T	22.413989900	114.123499200	855.4			
T	22.413938800	114.123520000	858.5			
T	22.413915300	114.123565600	861.1			
T	22.413750100	114.124419200	869.0			
T	22.413740600	114.124430800	869.3			
T	22.413722100	114.124438200	870.0			
T	22.413697800	114.124438500	870.9			
T	22.413669300	114.124431500	871.9			
T	22.413645800	114.124414500	872.7			
T	22.413620000	114.124380600	873.5			
T	22.413602700	114.124352500	873.9			
T	22.413587500	114.124312300	874.1			
T	22.413509000	114.123860500	872.0			
T	22.413497400	114.123835800	871.6			
T	22.413482400	114.123818200	871.3			
T	22.413452500	114.123804400	871.4			
T	22.413214400	114.123775200	877.2			
T	22.413132600	114.123741700	880.0			
T	22.412949900	114.123591300	889.2			
T	22.412924800	114.123588700	891.0			
T	22.412896900	114.123596000	893.3			
T	22.412874600	114.123616300	895.7			
T	22.412858800	114.123642500	896.9			
T	22.412854700	114.123701500	897.2			
T	22.412880100	114.123784700	895.6			
T	22.413039100	114.123990500	885.0			
T	22.413098800	114.124082400	882.7			
T	22.413120500	114.124162300	882.1			
T	22.413119400	114.124221700	882.4			
T	22.413088500	114.124291800	883.1			
T	22.413037800	114.124331400	883.8			
T	22.412764700	114.124472600	886.6			
T	22.412379100	114.124631800	899.4			
T	22.412272500	114.124686800	900.5			
T	22.412166500	114.124760500	903.0			
T	22.411998000	114.124897000	906.7			
T	22.411934300	114.124944400	906.2			
T	22.411653500	114.124965500	911.3			
T	22.411575900	114.124976100	913.4			
T	22.411399400	114.125002400	918.5			
T	22.411388500	114.125189200	912.2			
T	22.411365200	114.125321500	909.5			
T	22.411319000	114.125392800	910.0			
T	22.411286400	114.125427000	910.2			
T	22.411219900	114.125484900	910.2			
T	22.411032700	114.125647800	906.8			
T	22.410910400	114.125714400	906.4			
T	22.410792100	114.125717400	907.4			
T	22.410712100	114.125680600	908.4			
T	22.410632800	114.125675900	907.8			
T	22.410382400	114.125707200	905.1			
T	22.410232100	114.125758100	902.5			
T	22.410172300	114.125771000	901.3			
T	22.410147500	114.125776400	900.8			
T	22.410023500	114.125772300	899.6			
T	22.409946400	114.125760100	899.8			
T	22.409899200	114.125753700	899.9			
T	22.409875000	114.125678800	903.0			
T	22.409851900	114.125600800	906.0			
T	22.409799800	114.125522300	908.1			
T	22.409668300	114.125493800	907.2			
T	22.409425900	114.125571100	903.2			
T	22.409354500	114.125573100	902.5			
T	22.409106400	114.125444200	903.2			
T	22.408927900	114.125351500	899.1			
T	22.408826200	114.125317200	895.9			
T	22.408655400	114.125335300	889.1			
T	22.408647500	114.125334100	888.8			
T	22.408460000	114.125306800	887.6			
T	22.408430600	114.125298100	887.7			
T	22.408406000	114.125290900	887.8			
T	22.408364900	114.125254200	887.8			
T	22.408351000	114.125241700	887.6			
T	22.408347600	114.125112800	885.9			
T	22.408392600	114.124885600	886.7			
T	22.408379300	114.124762500	886.5			
T	22.408358100	114.124631900	886.7			
T	22.408354300	114.124608700	886.8			
T	22.408340000	114.124319300	885.6			
T	22.408339400	114.124306600	885.3			
T	22.408407200	114.124081600	881.3			
T	22.408395800	114.124073400	880.7			
T	22.408350500	114.124040800	878.4			
T	22.408287600	114.124071300	877.4			
T	22.408256000	114.124121300	877.8			
T	22.408251100	114.124187300	879.4			
T	22.408258900	114.124302600	882.0			
T	22.408243600	114.124689100	881.2			
T	22.408219500	114.124821200	879.9			
T	22.408147600	114.124946400	877.3			
T	22.408011100	114.125110100	873.5			
T	22.407995400	114.125182200	873.6			
T	22.408006900	114.125304100	875.2			
T	22.408000100	114.125341300	874.6			
T	22.407982600	114.125373900	873.5			
T	22.407937500	114.125406400	870.9			
T	22.407911000	114.125403300	869.5			
T	22.407903600	114.125402400	869.1			
T	22.407886000	114.125365700	868.4			
T	22.407881000	114.125241900	868.3			
T	22.407905900	114.125132600	868.7			
T	22.407910200	114.125113600	868.7			
T	22.407948500	114.125017400	869.6			
T	22.407960400	114.124997900	869.9			
T	22.408018500	114.124902000	872.3			
T	22.408060400	114.124775700	874.2			
T	22.408056800	114.124565700	875.2			
T	22.408028900	114.124426500	874.4			
T	22.407963400	114.124175600	868.4			
T	22.407977600	114.123995900	864.8			
T	22.408021100	114.123882700	863.5			
T	22.408139500	114.123738000	861.6			
T	22.408304300	114.123588400	860.9			
T	22.408322900	114.123538900	859.0			
T	22.408328200	114.123525000	858.5			
T	22.408319600	114.123461000	855.0			
T	22.408264800	114.123444900	852.7			
T	22.408218200	114.123474200	852.8			
T	22.408154700	114.123575000	855.6			
T	22.408144500	114.123585000	855.7			
T	22.408091200	114.123637100	856.2			
T	22.407854600	114.123833600	856.2			
T	22.407811300	114.123872800	855.8			
T	22.407770600	114.123938700	855.9			
T	22.407766700	114.123961200	856.2			
T	22.407737800	114.124128000	858.6			
T	22.407724900	114.124202700	858.9			
T	22.407660200	114.124315500	856.0			
T	22.407650800	114.124331900	855.5			
T	22.407537600	114.124440600	849.1			
T	22.407502800	114.124488200	846.8			
T	22.407493500	114.124551600	846.0			
T	22.407496100	114.124556400	846.1			
T	22.407573700	114.124697600	849.2			
T	22.407575700	114.124704800	849.2			
T	22.407580400	114.124721900	849.3			
T	22.407585500	114.124740300	849.9			
T	22.407580300	114.124780700	850.4			
T	22.407547800	114.124804900	849.2			
T	22.407502200	114.124803500	846.9			
T	22.407470300	114.124781100	845.4			
T	22.407330100	114.124594600	840.2			
T	22.407151000	114.124356400	834.7			
T	22.407142000	114.124344400	834.5			
T	22.407086000	114.124194100	833.5			
T	22.407073800	114.124105900	833.1			
T	22.407064000	114.124035200	832.6			
T	22.407034300	114.123922700	831.3			
T	22.406983000	114.123839400	829.2			
T	22.406964900	114.123812500	828.6			
T	22.406914700	114.123737900	827.8			
T	22.406865400	114.123674400	827.6			
T	22.406836400	114.123617700	827.6			
T	22.406804800	114.123555800	826.8			
T	22.406804700	114.123425800	825.2			
T	22.406842000	114.123330500	824.2			
T	22.406894100	114.123248800	822.8			
T	22.406898000	114.123242700	822.7			
T	22.406934600	114.123201100	822.1			
T	22.407029900	114.123092700	820.6			
T	22.407065800	114.123023900	819.4			
T	22.407093500	114.122890800	815.9			
T	22.407066700	114.122811900	813.3			
T	22.406945200	114.122641800	808.6			
T	22.406931100	114.122622000	808.0			
T	22.406923100	114.122587900	807.3			
T	22.406936700	114.122527800	806.4			
T	22.406981700	114.122459300	805.0			
T	22.407118300	114.122266100	801.2			
T	22.407181200	114.122239300	801.0			
T	22.407255400	114.122223900	800.2			
T	22.407263500	114.122224200	800.0			
T	22.407426600	114.122229400	796.1			
T	22.407455600	114.122210200	794.7			
T	22.407466100	114.122176300	793.1			
T	22.407457100	114.122116500	791.1			
T	22.407455800	114.122108100	790.8			
T	22.407444400	114.122072100	789.7			
T	22.407412700	114.122054400	789.6			
T	22.407359800	114.122062300	790.9			
T	22.407290400	114.122093500	793.6			
T	22.407272300	114.122097000	794.1			
T	22.407213300	114.122108400	795.6			
T	22.407136500	114.122112100	795.6			
T	22.407006600	114.122118300	795.5			
T	22.406928500	114.122129600	795.5			
T	22.406860400	114.122139500	795.0			
T	22.406780800	114.122154100	794.6			
T	22.406679500	114.122168800	794.0			
T	22.406664500	114.122173000	794.0			
T	22.406654900	114.122176800	794.0			
T	22.406645200	114.122182100	794.1			
T	22.406637400	114.122188300	794.2			
T	22.406629300	114.122197600	794.4			
T	22.406622500	114.122208400	794.7			
T	22.406614800	114.122223400	795.1			
T	22.406606300	114.122242100	795.3			
T	22.406571200	114.122328100	796.4			
T	22.406559800	114.122352300	796.7			
T	22.406546400	114.122375700	796.9			
T	22.406533300	114.122391900	797.0			
T	22.406517100	114.122405100	796.9			
T	22.406498500	114.122414500	796.7			
T	22.406478500	114.122420200	796.4			
T	22.406456300	114.122422200	796.0			
T	22.406434000	114.122419100	795.5			
T	22.406411900	114.122412600	794.9			
T	22.406388700	114.122401700	794.2			
T	22.406373300	114.122393200	793.9			
T	22.406358400	114.122382500	793.6			
T	22.406342700	114.122369500	793.2			
T	22.406312600	114.122341700	792.3			
T	22.406286800	114.122318100	791.6			
T	22.406171600	114.122221500	788.6			
T	22.406149500	114.122201400	788.1			
T	22.406125500	114.122177300	787.6			
T	22.406104300	114.122153700	787.2			
T	22.406087500	114.122131500	786.7			
T	22.406076300	114.122113100	786.3			
T	22.406067300	114.122093900	785.9			
T	22.406058800	114.122071300	785.5			
T	22.406053700	114.122053600	785.1			
T	22.406050300	114.122033100	784.8			
T	22.406051400	114.122012800	784.5			
T	22.406055600	114.121992100	784.3			
T	22.406062100	114.121973000	784.2			
T	22.406072800	114.121949800	784.1			
T	22.406085900	114.121929400	783.7			
T	22.406122500	114.121881100	782.2			
T	22.406138700	114.121863200	781.4			
T	22.406154500	114.121849900	780.9			
T	22.406173400	114.121837000	780.3			
T	22.406194600	114.121824400	779.9			
T	22.406215800	114.121814000	779.5			
T	22.406239800	114.121805800	779.2			
T	22.406265400	114.121800200	779.1			
T	22.406416100	114.121792800	779.4			
T	22.406439100	114.121790200	779.6			
T	22.406466600	114.121775800	779.5			
T	22.406495600	114.121760700	779.4			
T	22.406662900	114.121622500	777.8			
T	22.406771900	114.121530300	776.0			
T	22.406821500	114.121508000	775.4			
T	22.406829100	114.121504600	775.3			
T	22.406880100	114.121495800	775.1			
T	22.406959700	114.121493900	774.7			
T	22.407037900	114.121492000	772.2			
T	22.407094600	114.121490600	770.4			
T	22.407142400	114.121474800	768.2			
T	22.407147500	114.121473100	768.0			
T	22.407187200	114.121448200	765.7			
T	22.407193900	114.121444000	765.3			
T	22.407255000	114.121405700	762.0			
T	22.407276000	114.121392500	761.0			
T	22.407335300	114.121373800	758.9			
T	22.407386100	114.121380000	758.1			
T	22.407418000	114.121399000	758.2			
T	22.407431700	114.121407100	758.3			
T	22.407755600	114.121588700	764.1			
T	22.407777500	114.121594400	764.4			
T	22.407794700	114.121596600	764.5			
T	22.407811300	114.121597300	764.5			
T	22.407827500	114.121596200	764.4			
T	22.407841500	114.121593800	764.3			
T	22.407852900	114.121590600	764.1			
T	22.407863500	114.121585000	763.8			
T	22.407872900	114.121578400	763.4			
T	22.407880400	114.121571900	763.1			
T	22.407894400	114.121558300	762.4			
T	22.407911300	114.121539400	761.4			
T	22.407923800	114.121524400	760.6			
T	22.407972900	114.121460600	757.1			
T	22.407981300	114.121450400	756.5			
T	22.407989900	114.121441200	756.0			
T	22.407998800	114.121432800	755.5			
T	22.408010800	114.121424100	755.0			
T	22.408022900	114.121417400	754.6			
T	22.408033800	114.121412700	754.4			
T	22.408045200	114.121409300	754.1			
T	22.408055800	114.121407300	754.0			
T	22.408066800	114.121406700	754.0			
T	22.408078600	114.121408100	754.1			
T	22.408091500	114.121411700	754.4			
T	22.408102500	114.121416500	754.7			
T	22.408115000	114.121424200	755.2			
T	22.408125100	114.121432400	755.7			
T	22.408135500	114.121441800	756.3			
T	22.408150000	114.121455600	757.1			
T	22.408198500	114.121504400	760.2			
T	22.408212900	114.121517900	761.1			
T	22.408224300	114.121528100	761.7			
T	22.408238500	114.121539700	762.5			
T	22.408264200	114.121558700	763.8			
T	22.408277900	114.121567400	764.5			
T	22.408294200	114.121575800	765.1			
T	22.408311200	114.121582500	765.7			
T	22.408326000	114.121586600	766.0			
T	22.408342800	114.121589400	766.5			
T	22.408360800	114.121590300	767.0			
T	22.408388900	114.121589000	767.6			
T	22.408413100	114.121585900	767.9			
T	22.408432500	114.121583300	768.3			
T	22.408453400	114.121578100	768.4			
T	22.408469900	114.121572400	768.5			
T	22.408491900	114.121562700	768.5			
T	22.408509800	114.121553700	768.4			
T	22.408523200	114.121545900	768.3			
T	22.408537400	114.121535900	768.1			
T	22.408555400	114.121522300	767.8			
T	22.408573400	114.121507600	767.4			
T	22.408588000	114.121494200	767.1			
T	22.408602900	114.121479500	766.7			
T	22.408618000	114.121463000	766.2			
T	22.408636400	114.121441900	765.5			
T	22.408653300	114.121421000	764.9			
T	22.408666100	114.121403600	764.3			
T	22.408678400	114.121384900	763.8			
T	22.408689500	114.121367000	763.6			
T	22.408699000	114.121349400	763.4			
T	22.408707100	114.121331900	763.2			
T	22.408714900	114.121312200	763.0			
T	22.408721300	114.121292200	762.7			
T	22.408726400	114.121270100	762.3			
T	22.408729200	114.121251600	761.9			
T	22.408731500	114.121227400	761.4			
T	22.408733100	114.121201600	760.8			
T	22.408733600	114.121178600	760.3			
T	22.408733300	114.121157500	759.8			
T	22.408732100	114.121137900	759.2			
T	22.408730600	114.121119400	758.7			
T	22.408727900	114.121095700	758.0			
T	22.408703200	114.120944800	753.6			
T	22.408699700	114.120923900	753.0			
T	22.408697100	114.120901100	752.4			
T	22.408695700	114.120878900	751.9			
T	22.408695500	114.120857900	751.4			
T	22.408696500	114.120837900	751.1			
T	22.408698600	114.120816900	750.5			
T	22.408702000	114.120799100	750.1			
T	22.408707000	114.120777700	749.5			
T	22.408774200	114.120542000	744.1			
T	22.408782200	114.120518600	743.6			
T	22.408791400	114.120493500	743.2			
T	22.408798000	114.120477800	743.0			
T	22.408803000	114.120468500	742.9			
T	22.408808100	114.120460000	742.8			
T	22.408814600	114.120451400	742.7			
T	22.408822500	114.120442700	742.7			
T	22.408831400	114.120434300	742.7			
T	22.408840900	114.120426100	742.8			
T	22.408852500	114.120417700	742.9			
T	22.408866100	114.120408900	743.0			
T	22.409226900	114.120200700	739.0			
T	22.409237000	114.120195900	738.8			
T	22.409247000	114.120192400	738.6			
T	22.409257300	114.120189900	738.5			
T	22.409271600	114.120187500	738.4			
T	22.409283600	114.120186600	738.4			
T	22.409296700	114.120186900	738.4			
T	22.409308100	114.120188300	738.5			
T	22.409322900	114.120191000	738.6			
T	22.409339100	114.120194500	738.8			
T	22.409396200	114.120209700	739.5			
T	22.409416000	114.120213800	739.7			
T	22.409433000	114.120216100	739.9			
T	22.409450900	114.120217400	740.0			
T	22.409467800	114.120218000	740.3			
T	22.409485800	114.120216700	740.4			
T	22.409500700	114.120214100	740.4			
T	22.409516800	114.120210300	740.4			
T	22.409531300	114.120205000	740.4			
T	22.409547300	114.120198600	740.2			
T	22.409559700	114.120192600	740.1			
T	22.409570600	114.120186200	739.9			
T	22.409583600	114.120176600	739.6			
T	22.409598900	114.120162600	739.1			
T	22.409612900	114.120148100	738.6			
T	22.409799200	114.119935200	732.3			
T	22.409814300	114.119917900	732.0			
T	22.409827900	114.119905900	731.9			
T	22.409838600	114.119897700	731.8			
T	22.409849600	114.119891500	731.8			
T	22.409860900	114.119886500	731.9			
T	22.409872100	114.119883200	732.0			
T	22.409880400	114.119881500	732.2			
T	22.409890400	114.119880600	732.3			
T	22.409901800	114.119880400	732.6			
T	22.409917000	114.119881700	732.9			
T	22.409930900	114.119884100	733.3			
T	22.409974200	114.119894100	734.6			
T	22.409987600	114.119896400	735.0			
T	22.410004000	114.119897100	735.5			
T	22.410018300	114.119896700	736.0			
T	22.410030700	114.119895500	736.5			
T	22.410042400	114.119893200	736.9			
T	22.410054300	114.119890400	737.3			
T	22.410066200	114.119886700	737.6			
T	22.410078300	114.119881900	738.0			
T	22.410092600	114.119874600	738.3			
T	22.410109400	114.119864900	738.7			
T	22.410123200	114.119856100	738.9			
T	22.410135200	114.119847000	739.1			
