type	latitude	longitude	altitude (m)	eos	name	desc
T	22.416668300	114.306033100	205.9			
T	22.416581100	114.305932200	209.0			
T	22.416557500	114.305691900	209.9			
T	22.416447000	114.305645100	213.9			
T	22.416340600	114.305598100	217.5			
T	22.416127100	114.305358600	225.9			
T	22.416043800	114.305093000	228.8			
T	22.415898000	114.304910800	232.2			
T	22.415830300	114.304811900	234.1			
T	22.415679300	114.304577500	239.8			
T	22.415512700	114.304384900	245.0			
T	22.415445000	114.304135000	244.2			
T	22.415221100	114.303833000	250.6			
T	22.415064900	114.303645500	254.1			
T	22.414997200	114.303447700	256.2			
T	22.414945200	114.303244600	260.4			
T	22.414924400	114.303015500	265.3			
T	22.414867600	114.302753000	268.2			
T	22.415006600	114.302418100	264.2			
T	22.415025200	114.302219900	259.8			
T	22.415059700	114.301994900	252.9			
T	22.415122200	114.301838700	248.1			
T	22.415101400	114.301640900	241.0			
T	22.415205500	114.301432600	233.4			
T	22.415278400	114.301229500	227.4			
T	22.415283600	114.301073300	222.9			
T	22.415356500	114.300943200	219.2			
T	22.415393000	114.300787000	215.4			
T	22.415471100	114.300599500	213.2			
T	22.415528300	114.300469300	211.9			
T	22.415616900	114.300344400	210.7			
T	22.415700200	114.300151700	207.2			
T	22.415778300	114.299922600	203.5			
T	22.415731400	114.299646600	200.5			
T	22.415668900	114.299448800	196.9			
T	22.415632500	114.299178000	188.6			
T	22.415579800	114.298999100	184.2			
T	22.415492400	114.298768600	177.5			
T	22.415346700	114.298745400	176.5			
T	22.415205500	114.298714600	175.4			
T	22.415179500	114.298495900	173.2			
T	22.415226400	114.298292900	171.1			
T	22.415278400	114.298069000	168.1			
T	22.415340900	114.297964800	164.2			
T	22.415424200	114.297819000	159.4			
T	22.415372100	114.297673300	158.6			
T	22.415351300	114.297522100	158.1			
T	22.415419000	114.297433700	160.0			
T	22.415491900	114.297319200	164.1			
T	22.415419000	114.297032800	174.3			
T	22.415554400	114.296907800	178.2			
T	22.415648100	114.296704800	184.8			
T	22.415663700	114.296517300	192.0			
T	22.415695000	114.296340300	198.6			
T	22.415684600	114.296168500	204.1			
T	22.415752200	114.296017500	208.9			
T	22.415731400	114.295824800	213.9			
T	22.415653300	114.295689400	217.7			
T	22.415700200	114.295590500	220.5			
T	22.415684600	114.295476000	224.4			
T	22.415741800	114.295335400	229.5			
T	22.415710600	114.295184400	234.4			
T	22.415695000	114.295002100	239.9			
T	22.415679300	114.294887600	242.9			
T	22.415601200	114.294762600	244.9			
T	22.415554400	114.294674100	246.2			
T	22.415559600	114.294559600	249.2			
T	22.415481500	114.294419000	251.2			
T	22.415465900	114.294294000	253.7			
T	22.415398200	114.294163800	254.6			
T	22.415346100	114.294080500	255.5			
T	22.415481500	114.293924300	264.5			
T	22.415476300	114.293736900	270.7			
T	22.415637700	114.293757700	276.1			
T	22.415590800	114.293622300	279.0			
T	22.415767900	114.293736900	282.2			
T	22.415934500	114.293861800	284.5			
T	22.416033400	114.293929500	285.6			
T	22.416168800	114.293877500	290.6			
T	22.416101100	114.293731700	294.7			
T	22.416127100	114.293528600	301.5			
T	22.416095900	114.293335900	306.4			
T	22.416049000	114.293096400	310.7			
T	22.416069900	114.292659000	322.1			
T	22.416059400	114.292534100	324.4			
T	22.416101100	114.292377900	328.4			
T	22.416252100	114.292310200	333.3			
T	22.416283300	114.292200800	336.8			
T	22.416283300	114.292065500	339.7			
T	22.416278100	114.291982200	341.4			
T	22.416319800	114.291820700	346.3			
T	22.416450000	114.291607300	355.4			
T	22.416460400	114.291430200	360.4			
T	22.416548900	114.291341700	364.8			
T	22.416647800	114.291222000	369.9			
T	22.416684300	114.291013700	373.9			
T	22.416631500	114.290969300	373.8			
T	22.416585300	114.290930400	373.9			
T	22.416371900	114.290841900	374.6			
T	22.416241700	114.290711700	371.9			
T	22.416142800	114.290534700	370.8			
T	22.416106300	114.290409700	371.0			
T	22.415929300	114.290217000	373.0			
T	22.415726200	114.290050400	373.4			
T	22.415611700	114.289852600	374.0			
T	22.415559600	114.289659900	374.5			
T	22.415429400	114.289561000	371.5			
T	22.415372100	114.289248600	370.1			
T	22.415335700	114.289045500	368.3			
T	22.415356500	114.288925700	366.1			
T	22.415299200	114.288670600	362.6			
T	22.415278400	114.288488400	360.7			
T	22.415236800	114.288389400	359.3			
T	22.415075400	114.288269700	356.9			
T	22.414872300	114.288123900	352.6			
T	22.414789000	114.287952100	350.2			
T	22.414653600	114.287863500	348.2			
T	22.414502600	114.287707300	344.0			
T	22.414283900	114.287644800	339.9			
T	22.414112100	114.287582400	338.3			
T	22.413914200	114.287572000	338.0			
T	22.413789300	114.287582400	337.4			
T	22.413601800	114.287509500	339.8			
T	22.413461200	114.287452200	343.0			
T	22.413232100	114.287572000	338.9			
T	22.413003000	114.287561500	337.7			
T	22.412867600	114.287566700	335.6			
T	22.412690600	114.287379300	342.6			
T	22.412409400	114.287243900	341.0			
T	22.412289700	114.287119000	340.1			
T	22.412169900	114.287009600	339.3			
T	22.412034500	114.286764900	338.7			
T	22.411920000	114.286577400	336.3			
T	22.411696100	114.286572200	332.8			
T	22.411550300	114.286686800	331.3			
T	22.411425300	114.286910700	325.7			
T	22.411352500	114.287108500	318.8			
T	22.411175400	114.287327200	308.7			
T	22.410925500	114.287348100	306.3			
T	22.410784500	114.287344100	305.5			
T	22.410633900	114.287264700	305.4			
T	22.410430800	114.287217900	303.2			
T	22.410295500	114.287092900	300.4			
T	22.410165300	114.286952300	297.0			
T	22.410213300	114.286654000	296.8			
T	22.410342300	114.286504500	299.8			
T	22.410453400	114.286278700	300.7			
T	22.410524600	114.286131300	300.4			
T	22.410619500	114.285970600	301.1			
T	22.410652500	114.285749600	298.5			
T	22.410790100	114.285400700	297.3			
T	22.410710900	114.285102000	290.8			
T	22.410813900	114.284723200	288.7			
T	22.410732200	114.284278500	287.4			
T	22.410654700	114.284208300	285.8			
T	22.410585900	114.284027000	283.2			
T	22.410436000	114.283864700	278.6			
T	22.410357900	114.283739700	273.0			
T	22.410264200	114.283515800	264.3			
T	22.410227800	114.283375200	259.0			
T	22.410144500	114.283078400	250.6			
T	22.409972600	114.282870200	246.5			
T	22.409842500	114.282760800	244.4			
T	22.409665400	114.282708700	241.7			
T	22.409478000	114.282682700	237.8			
T	22.409311400	114.282656700	233.0			
T	22.409144700	114.282542100	226.3			
T	22.408983300	114.282573400	223.5			
T	22.408972900	114.282396300	219.6			
T	22.408832300	114.282370300	216.3			
T	22.408660500	114.282234900	210.1			
T	22.408493900	114.282162000	201.7			
T	22.408353300	114.282068300	193.9			
T	22.408119000	114.281927700	186.9			
T	22.407905500	114.281761100	180.2			
T	22.407697200	114.281698600	174.2			
T	22.407582700	114.281568400	169.2			
T	22.407400400	114.281453900	164.8			
T	22.407228600	114.281438300	162.9			
T	22.407041200	114.281453900	156.6			
T	22.406874600	114.281381000	151.5			
T	22.406728800	114.281297700	146.4			
T	22.406556900	114.281224800	141.2			
T	22.406390300	114.281162300	136.0			
T	22.406254900	114.281026900	132.8			
T	22.406005000	114.280907200	127.4			
T	22.405781100	114.280896800	121.6			
T	22.405489500	114.280855100	112.6			
T	22.405307300	114.280751000	107.0			
T	22.405088600	114.280667700	101.2			
T	22.404932400	114.280693700	97.1			
T	22.404812600	114.280678100	93.7			
T	22.404734500	114.280537500	92.1			
T	22.404682200	114.280283200	87.1			
T	22.404660000	114.280183500	85.6			
T	22.404701900	114.280013700	84.8			
T	22.404725800	114.279922700	84.8			
T	22.404769900	114.279808800	85.3			
T	22.404785300	114.279654100	85.1			
T	22.404827100	114.279582900	85.4			
T	22.404847100	114.279530600	85.4			
T	22.404860400	114.279512400	85.4			
T	22.404886700	114.279501100	85.4			
T	22.404895600	114.279476600	85.2			
T	22.405049900	114.279276900	82.8			
T	22.405021400	114.279192500	81.3			
T	22.405097600	114.279111400	80.0			
T	22.405068400	114.279082100	79.9			
T	22.405040500	114.279053700	79.9			
T	22.405000100	114.279101800	80.5			
T	22.404972600	114.279118700	81.1			
T	22.404953600	114.279124900	81.5			
T	22.404898100	114.279188000	82.7			
T	22.404840200	114.279253700	83.8			
T	22.404842600	114.279241400	83.7			
T	22.404808100	114.279246900	84.1			
T	22.404777800	114.279240500	84.4			
T	22.404744900	114.279266100	84.8			
T	22.404738200	114.279269400	84.9			
T	22.404718500	114.279279000	85.0			
T	22.404630700	114.279387400	85.2			
T	22.404479200	114.279547400	84.0			
T	22.404451700	114.279580800	83.6			
T	22.404289900	114.279672700	83.2			
T	22.404257200	114.279680500	83.2			
T	22.404185000	114.279677600	83.6			
T	22.404171300	114.279677200	83.6			
T	22.403849800	114.279770400	78.3			
T	22.403791900	114.279777000	76.8			
T	22.403653500	114.279768800	74.2			
T	22.403621100	114.279768300	73.6			
T	22.403510900	114.279762000	71.6			
T	22.403474500	114.279642200	73.8			
T	22.403531800	114.279412800	79.7			
T	22.403563000	114.279168100	83.1			
T	22.403599400	114.279043100	86.0			
T	22.403601500	114.278963300	87.5			
T	22.403604600	114.278814000	90.3			
T	22.403578600	114.278694300	92.2			
T	22.403323500	114.278553700	93.1			
T	22.403084000	114.278407900	96.6			
T	22.402927800	114.278303700	98.8			
T	22.402766300	114.278194400	101.0			
T	22.402620600	114.278048600	103.1			
T	22.402547700	114.277939300	104.6			
T	22.402531600	114.277877100	105.5			
T	22.402542700	114.277780000	106.8			
T	22.402766300	114.277194700	112.2			
T	22.402820900	114.277047600	113.8			
T	22.402842200	114.276974100	114.7			
T	22.402859800	114.276913600	115.9			
T	22.402820900	114.276731400	121.7			
T	22.402758700	114.276607200	125.4			
T	22.402574000	114.276433600	126.4			
T	22.402074800	114.275805700	135.7			
T	22.402073800	114.275679500	138.0			
T	22.402266500	114.275440000	145.3			
T	22.402469600	114.275184800	152.3			
T	22.402677800	114.274929700	157.8			
T	22.402818400	114.274450700	163.8			
T	22.402823600	114.274169500	167.3			
T	22.402757700	114.274048200	168.6			
T	22.402678200	114.273993500	168.8			
T	22.402537100	114.273923000	168.8			
T	22.401926500	114.273700300	171.9			
T	22.401723200	114.273642600	174.7			
T	22.401584900	114.273621300	176.6			
T	22.401462100	114.273624300	177.8			
T	22.401193400	114.273656200	180.6			
T	22.401102500	114.273651500	182.1			
T	22.400621700	114.273582100	184.5			
T	22.400151000	114.273575400	185.5			
T	22.400080000	114.273572700	185.4			
T	22.399991900	114.273545100	185.9			
T	22.399737300	114.273433300	187.6			
T	22.399641300	114.273381800	188.4			
T	22.399572600	114.273330700	189.6			
T	22.399455400	114.273195500	193.5			
T	22.399358900	114.273126100	195.9			
T	22.398672700	114.272847100	203.6			
T	22.398609400	114.272789900	204.7			
T	22.398567700	114.272727700	205.9			
T	22.398555700	114.272675600	207.3			
T	22.398516500	114.272415700	214.4			
T	22.398490700	114.272356300	215.8			
T	22.398407400	114.272267900	216.6			
T	22.398344800	114.272229700	216.1			
T	22.398278600	114.272207000	215.5			
T	22.398160100	114.272197700	213.9			
T	22.398104400	114.272168400	213.5			
T	22.398086400	114.272148000	213.6			
T	22.398065900	114.272104900	213.9			
T	22.398067400	114.272014300	215.2			
T	22.398088200	114.271904900	217.2			
T	22.398136800	114.271740200	220.4			
T	22.398135200	114.271677700	221.2			
T	22.398113200	114.271617400	221.6			
T	22.398047600	114.271491100	221.9			
T	22.398018400	114.271410500	222.3			
T	22.398007800	114.271362700	222.8			
T	22.398004800	114.271296700	224.0			
T	22.398020600	114.271191200	226.8			
T	22.398017200	114.271139800	227.8			
T	22.398000200	114.271090200	228.0			
T	22.397926500	114.270925300	227.5			
T	22.397900100	114.270843200	227.6			
T	22.397906200	114.270782100	227.0			
T	22.397923600	114.270739100	226.7			
T	22.397950900	114.270702300	226.8			
T	22.398000400	114.270681100	227.8			
T	22.398112500	114.270653200	229.7			
T	22.398296000	114.270637100	233.1			
T	22.398901800	114.270651900	249.9			
T	22.398944100	114.270642800	251.3			
T	22.398969400	114.270627500	251.9			
T	22.398993000	114.270605700	252.3			
T	22.399037200	114.270549000	252.7			
T	22.399200500	114.270279300	253.3			
T	22.399267000	114.270154200	253.4			
T	22.399315400	114.270092600	254.0			
T	22.399363900	114.270051300	255.0			
T	22.399536900	114.269940400	256.9			
T	22.399575400	114.269935700	257.3			
T	22.399619300	114.269940100	258.0			
T	22.399661300	114.269954700	258.9			
T	22.399686900	114.269971900	259.7			
T	22.399771000	114.270045400	261.9			
T	22.399824400	114.270131500	263.8			
T	22.399909800	114.270194400	265.5			
T	22.400059200	114.270256000	266.5			
T	22.400101300	114.270292000	266.8			
T	22.400127400	114.270323700	267.1			
T	22.400153500	114.270345800	267.1			
T	22.400206200	114.270372900	266.7			
T	22.400287800	114.270383400	265.5			
T	22.400373000	114.270390000	265.5			
T	22.400469200	114.270475600	266.4			
T	22.400523200	114.270461000	266.1			
T	22.400572100	114.270431900	265.8			
T	22.400622600	114.270375200	265.6			
T	22.400656300	114.270315500	265.2			
T	22.400658200	114.270260600	264.5			
T	22.400596200	114.270064600	260.7			
T	22.400599500	114.270022200	260.0			
T	22.400611200	114.269970600	259.6			
T	22.400634500	114.269916100	259.4			
T	22.400683800	114.269861800	259.6			
T	22.400800500	114.269788800	260.3			
T	22.400874100	114.269721900	259.8			
T	22.400939200	114.269642900	257.3			
T	22.400985100	114.269555800	254.7			
T	22.401045500	114.269387900	250.1			
T	22.401191200	114.269167400	245.7			
T	22.401208500	114.269101900	244.4			
T	22.401205300	114.268921800	241.0			
T	22.401212400	114.268874500	240.2			
T	22.401224500	114.268831300	239.8			
T	22.401270100	114.268753200	239.1			
T	22.401437700	114.268539300	238.6			
T	22.401543500	114.268444100	239.4			
T	22.401602500	114.268297900	239.7			
T	22.401640200	114.268156900	239.8			
T	22.401659000	114.268027500	239.7			
T	22.401658900	114.267679900	235.8			
T	22.401524500	114.267448800	231.5			
T	22.401406500	114.267282600	231.1			
T	22.401287900	114.267115400	231.6			
T	22.401201900	114.266911000	233.2			
T	22.401212600	114.266577700	234.9			
T	22.401486800	114.266120700	235.6			
T	22.401691200	114.266007800	235.2			
T	22.401857800	114.265728200	233.3			
T	22.402056800	114.265588400	227.4			
T	22.402137400	114.265389500	224.0			
T	22.402132000	114.264911000	221.5			
T	22.402169700	114.264642100	218.4			
T	22.402320200	114.264470100	215.6			
T	22.402442700	114.264394600	215.9			
T	22.402465400	114.264367900	216.0			
T	22.402655300	114.264312400	217.9			
T	22.402798900	114.264528400	217.9			
T	22.403106700	114.264655500	219.7			
T	22.403277300	114.264647500	220.6			
T	22.403492300	114.264631400	223.6			
T	22.403616200	114.264625300	225.5			
T	22.403691300	114.264454000	232.5			
T	22.403675100	114.264276500	237.2			
T	22.403642900	114.264126000	240.5			
T	22.403583700	114.264056100	240.7			
T	22.403605300	114.263991600	242.6			
T	22.403497700	114.263953900	241.0			
T	22.403368700	114.263927000	238.7			
T	22.403331000	114.263841000	240.1			
T	22.403352500	114.263771100	242.4			
T	22.403266500	114.263663600	243.2			
T	22.403255800	114.263389400	250.0			
T	22.403427800	114.263287200	256.6			
T	22.403605300	114.263136700	262.0			
T	22.403680500	114.263034500	263.5			
T	22.403766600	114.262953900	264.5			
T	22.403841800	114.262830200	266.0			
T	22.404293500	114.262668900	288.3			
T	22.404422500	114.262701200	292.5			
T	22.404567700	114.262760300	297.0			
T	22.404702100	114.262749500	305.1			
T	22.404794200	114.262765100	307.9			
T	22.404891400	114.262733600	312.3			
T	22.405006200	114.262717600	316.5			
T	22.405207500	114.262760300	319.1			
T	22.405304300	114.262781800	320.4			
T	22.405465600	114.262717300	325.4			
T	22.405610800	114.262599000	331.7			
T	22.405750500	114.262523700	335.6			
T	22.405931300	114.262502600	339.1			
T	22.406040900	114.262572100	340.2			
T	22.406116200	114.262486100	343.5			
T	22.406157600	114.262339700	347.6			
T	22.406115000	114.262156000	350.5			
T	22.406046300	114.261959200	351.8			
T	22.405960200	114.261776400	348.6			
T	22.405911800	114.261652700	345.3			
T	22.405955600	114.261535100	341.7			
T	22.406096100	114.261419400	340.6			
T	22.406208400	114.261317000	341.4			
T	22.406234400	114.261168800	342.7			
T	22.406307400	114.261067400	345.7			
T	22.406355700	114.261049800	347.3			
T	22.406511800	114.260952000	349.6			
T	22.406586700	114.260890000	351.1			
T	22.406573200	114.260711800	355.4			
T	22.406605400	114.260582700	358.4			
T	22.406772000	114.260445700	362.1			
T	22.406899000	114.260313500	364.6			
T	22.406924300	114.260208600	365.9			
T	22.406776500	114.260193200	367.5			
T	22.406621200	114.260220500	367.9			
T	22.406736500	114.260129800	368.9			
T	22.406646800	114.260133200	369.5			
T	22.406643900	114.260096900	370.2			
T	22.406797000	114.259954800	369.8			
T	22.406723700	114.259770900	370.0			
T	22.406605400	114.259598800	369.0			
T	22.406588900	114.259072800	370.5			
T	22.406556400	114.258873900	373.6			
T	22.406593400	114.258794800	374.2			
T	22.406731900	114.258622300	371.5			
T	22.406839000	114.258513000	367.3			
T	22.406922700	114.258362200	366.1			
T	22.406877900	114.258155200	369.9			
T	22.406885000	114.257975100	371.4			
T	22.406987200	114.257539600	369.9			
T	22.407014100	114.257426600	370.1			
T	22.406944200	114.257265300	371.7			
T	22.407004200	114.257115700	373.8			
T	22.407075400	114.256836800	380.5			
T	22.407039500	114.256714500	384.4			
T	22.407085200	114.256459300	395.7			
T	22.407240000	114.256323800	403.3			
T	22.407232400	114.256138500	414.8			
T	22.407240000	114.256048500	419.5			
T	22.407006000	114.255938000	422.5			
T	22.407043000	114.255679600	436.5			
T	22.407033100	114.255567100	442.0			
T	22.407088300	114.255454100	449.1			
T	22.407078600	114.255302900	457.0			
T	22.406999000	114.255062400	464.0			
T	22.407086400	114.254833100	477.1			
T	22.407010600	114.254756800	479.6			
T	22.407032600	114.254681600	483.5			
T	22.407007100	114.254538200	488.9			
T	22.407024800	114.254486200	491.2			
T	22.406989100	114.254330500	497.4			
T	22.407045100	114.254171200	504.9			
T	22.407060500	114.254085700	507.1			
T	22.406977400	114.253906000	509.4			
T	22.406915800	114.253710000	513.3			
T	22.406838600	114.253620100	513.3			
T	22.406770800	114.253493500	515.0			
T	22.406723700	114.253329600	518.8			
T	22.406718700	114.253122400	526.9			
T	22.406652900	114.253023200	529.1			
T	22.406503500	114.252969200	527.7			
T	22.406352700	114.252806000	530.3			
T	22.406163200	114.252760400	533.1			
T	22.405971000	114.252781200	538.5			
T	22.405788200	114.252759700	545.0			
T	22.405602700	114.252700000	549.0			
T	22.405434600	114.252644100	547.8			
T	22.405355800	114.252715600	546.8			
T	22.405268700	114.252770600	545.8			
T	22.405221600	114.252870600	545.8			
T	22.405198200	114.253050600	547.2			
T	22.405030900	114.253359700	549.1			
T	22.404713700	114.253561700	554.1			
T	22.404223800	114.253707700	553.5			
T	22.404081100	114.253656700	550.4			
T	22.403974600	114.253665000	549.7			
T	22.403796100	114.253584200	547.9			
T	22.403674000	114.253433300	544.9			
T	22.403521600	114.253427900	546.7			
T	22.403409300	114.253330200	545.1			
T	22.403376000	114.253283500	544.1			
T	22.403149800	114.253227000	545.7			
T	22.403098100	114.253122800	543.4			
T	22.402987500	114.253134100	543.6			
T	22.402886100	114.253248900	545.1			
T	22.402829000	114.253346400	546.3			
T	22.402740500	114.253469200	548.2			
T	22.402545400	114.253526800	546.4			
T	22.402423400	114.253654600	547.4			
T	22.402360300	114.253708100	547.3			
T	22.402325000	114.253822500	549.5			
T	22.402272400	114.253903400	550.1			
T	22.402183300	114.253951100	548.7			
T	22.402064300	114.254055700	548.1			
T	22.401950200	114.254146900	547.4			
T	22.401823700	114.254211300	544.0			
T	22.401771700	114.254259600	542.8			
T	22.401565800	114.254391000	537.0			
T	22.401518700	114.254439300	536.1			
T	22.401476600	114.254425800	534.6			
T	22.401423000	114.254475600	533.3			
T	22.401340200	114.254511700	531.2			
T	22.401260800	114.254511700	529.0			
T	22.401203800	114.254530500	527.5			
T	22.401156700	114.254433900	526.0			
T	22.401067400	114.254307800	522.1			
T	22.400983100	114.254181800	519.3			
T	22.400901300	114.254077200	517.3			
T	22.400876500	114.253991300	516.3			
T	22.400819400	114.253910900	515.1			
T	22.400755000	114.253870900	514.9			
T	22.400586300	114.253798200	516.3			
T	22.400549100	114.253755300	517.3			
T	22.400494600	114.253650700	518.9			
T	22.400459900	114.253634600	519.1			
T	22.400419200	114.253577400	519.1			
T	22.400332600	114.253529100	518.5			
T	22.400229200	114.253414700	516.4			
T	22.400170600	114.253365700	515.3			
T	22.400105000	114.253333300	514.5			
T	22.400047400	114.253327500	513.5			
T	22.400000300	114.253261100	511.2			
T	22.399968800	114.253234900	508.7			
T	22.399900900	114.253175500	503.9			
T	22.399935500	114.253152500	505.3			
T	22.400010600	114.253156800	508.7			
T	22.400154600	114.253125100	509.1			
T	22.400212600	114.253092500	508.7			
T	22.400261600	114.253045000	507.2			
T	22.400301100	114.252996200	504.3			
T	22.400337600	114.252959100	502.2			
T	22.400347400	114.252911600	499.5			
T	22.400254600	114.252877800	496.4			
T	22.400143100	114.252858800	495.0			
T	22.400093500	114.252796100	491.1			
T	22.400038300	114.252752100	488.3			
T	22.399997200	114.252681300	484.1			
T	22.399892100	114.252630000	481.2			
T	22.399828900	114.252612900	480.3			
T	22.399622500	114.252604400	477.5			
T	22.399496300	114.252668400	476.5			
T	22.399443800	114.252686400	475.3			
T	22.399359100	114.252738600	471.9			
T	22.399294700	114.252778400	468.8			
T	22.399229700	114.252800400	465.2			
T	22.399157000	114.252828000	461.5			
T	22.399092000	114.252834500	459.8			
T	22.399036600	114.252828400	458.3			
T	22.398933600	114.252772100	455.9			
T	22.398805600	114.252725600	453.8			
T	22.398766100	114.252559000	451.0			
T	22.398875200	114.252433000	448.0			
T	22.398872800	114.252282800	443.3			
T	22.398830600	114.252205000	439.1			
T	22.398835600	114.252111100	434.8			
T	22.398799800	114.251997000	428.0			
T	22.398758700	114.251909900	422.9			
T	22.398773600	114.251864300	422.2			
T	22.398746300	114.251807300	419.9			
T	22.398746300	114.251732700	418.1			
T	22.398701700	114.251655800	415.8			
T	22.398625600	114.251688400	415.4			
T	22.398510700	114.251647100	412.0			
T	22.398476800	114.251522400	408.3			
T	22.398430100	114.251405100	403.9			
T	22.398338200	114.251246700	402.7			
T	22.398246000	114.251086000	406.5			
T	22.398148600	114.251024800	407.7			
T	22.398021100	114.251033600	410.8			
T	22.397912900	114.251091100	414.3			
T	22.397751900	114.250949700	416.4			
T	22.397717100	114.250821000	415.5			
T	22.397632800	114.250724400	415.8			
T	22.397508100	114.250609000	417.7			
T	22.397449100	114.250490700	416.8			
T	22.397474100	114.250407900	414.8			
T	22.397414600	114.250273800	412.8			
T	22.397305500	114.250241600	413.1			
T	22.397151700	114.250188000	413.1			
T	22.397072400	114.250123600	412.0			
T	22.396998000	114.250107500	412.0			
T	22.396839300	114.249839300	409.0			
T	22.396705900	114.249736200	408.8			
T	22.396508100	114.249625000	407.3			
T	22.396294100	114.249513200	405.3			
T	22.396155400	114.249325500	402.8			
T	22.395988200	114.249090900	400.4			
T	22.395929000	114.248976000	400.6			
T	22.395802700	114.249082900	399.5			
T	22.395693600	114.249265300	398.1			
T	22.395658800	114.249367200	397.3			
T	22.395574500	114.249490600	395.0			
T	22.395410900	114.249705200	391.0			
T	22.395252100	114.249973400	388.1			
T	22.395222400	114.250295200	389.3			
T	22.395078000	114.250453000	387.2			
T	22.395103300	114.250704300	387.7			
T	22.395081500	114.250872900	388.3			
T	22.395030700	114.250969200	388.6			
T	22.394875200	114.251057000	387.9			
T	22.394663800	114.251184200	388.6			
T	22.394602400	114.251378900	393.1			
T	22.394478400	114.251609500	393.2			
T	22.394334600	114.251834800	392.6			
T	22.394004800	114.251976400	391.9			
T	22.393838400	114.252032300	391.8			
T	22.393774900	114.252052500	391.2			
T	22.393570900	114.252065600	388.8			
T	22.393453600	114.252073100	389.1			
T	22.393305000	114.252007700	388.6			
T	22.393154100	114.252070900	392.5			
T	22.392879600	114.252033500	394.3			
T	22.392581200	114.252095000	393.7			
T	22.392334600	114.252195000	393.7			
T	22.392236800	114.252195600	393.7			
T	22.391882600	114.252198000	391.2			
T	22.391763100	114.252259200	392.5			
T	22.391454900	114.252275700	394.1			
T	22.391153800	114.252209700	392.1			
T	22.391027700	114.252149000	391.5			
T	22.390671300	114.251993100	392.3			
T	22.390310400	114.251981300	394.2			
T	22.390107400	114.251903200	393.6			
T	22.390052700	114.251785900	392.3			
T	22.389990600	114.251612100	390.8			
T	22.389753700	114.251327200	386.0			
T	22.389741500	114.251293400	385.6			
T	22.389723100	114.251242500	385.0			
T	22.389708100	114.251105500	383.9			
T	22.389604900	114.250902300	384.3			
T	22.389592700	114.250664200	383.8			
T	22.389583000	114.250564000	383.1			
T	22.389522700	114.250307900	382.1			
T	22.389501000	114.250216000	381.9			
T	22.389419000	114.250026000	380.0			
T	22.389301000	114.249862000	375.6			
T	22.389179000	114.249595000	373.3			
T	22.389143000	114.249379000	375.3			
T	22.389080800	114.249107400	378.4			
T	22.389019900	114.248982000	378.0			
T	22.388916600	114.248673000	376.1			
T	22.388953100	114.248491000	379.1			
T	22.388929200	114.248371100	378.8			
T	22.388869800	114.248136600	379.5			
T	22.388777600	114.248040400	376.7			
T	22.388631000	114.247686000	377.2			
T	22.388536000	114.247394000	374.6			
T	22.388461400	114.247294600	372.0			
T	22.388292600	114.247114500	368.2			
T	22.388182000	114.247013600	367.9			
T	22.388113700	114.246984000	366.6			
T	22.387954400	114.246981200	362.9			
T	22.387740800	114.246886100	361.1			
T	22.387691000	114.246842800	360.8			
T	22.387646400	114.246768700	361.2			
T	22.387588600	114.246611000	361.2			
T	22.387551100	114.246568700	359.6			
T	22.387513700	114.246546000	358.2			
T	22.387445100	114.246536100	357.0			
T	22.387381200	114.246552200	356.5			
T	22.387265000	114.246597800	356.0			
T	22.387059100	114.246618300	356.6			
T	22.386754000	114.246685700	359.5			
T	22.386621000	114.246784000	358.8			
T	22.386488600	114.246963900	358.0			
T	22.386416000	114.247012700	358.8			
T	22.386304300	114.247139800	358.1			
T	22.386198700	114.247189600	359.0			
T	22.386055600	114.247198600	360.7			
T	22.385893500	114.247305400	358.2			
T	22.385780800	114.247352700	355.4			
T	22.385630900	114.247368800	352.0			
T	22.385520700	114.247408400	348.2			
T	22.385324000	114.247406700	345.6			
T	22.385165700	114.247320100	345.6			
T	22.384891200	114.247275300	341.2			
T	22.384691000	114.247206000	338.4			
T	22.384526000	114.247122000	334.7			
T	22.384442000	114.247071000	332.5			
T	22.384373000	114.247025000	330.5			
T	22.384289000	114.246993000	328.2			
T	22.384184200	114.246983100	325.1			
T	22.384066800	114.246910800	322.4			
T	22.383683500	114.246813700	313.6			
T	22.383564000	114.246709000	312.1			
T	22.383305800	114.246478000	309.2			
T	22.383217600	114.246432900	308.4			
T	22.383136800	114.246430600	307.8			
T	22.383065400	114.246502100	307.9			
T	22.382982000	114.246560500	308.0			
T	22.382706400	114.246648600	307.1			
T	22.382494600	114.246514000	307.5			
T	22.382267400	114.246374200	306.5			
T	22.382081000	114.246224000	308.3			
T	22.381951600	114.246053900	311.8			
T	22.381776000	114.245899300	313.9			
T	22.381304000	114.245871000	316.2			
T	22.381108000	114.245743000	319.3			
T	22.380977000	114.245560000	323.9			
T	22.380827000	114.245390000	327.8			
T	22.380783000	114.245303300	329.0			
T	22.380729200	114.245114300	331.7			
T	22.380609000	114.244929700	334.9			
T	22.380475200	114.244825200	337.0			
T	22.380200400	114.244790600	340.3			
T	22.380068600	114.244837300	340.5			
T	22.379924000	114.244771000	343.4			
T	22.379806000	114.244629000	346.3			
T	22.379793900	114.244566200	347.0			
T	22.379786000	114.244525000	347.5			
T	22.379774000	114.244406000	348.2			
T	22.379737000	114.244303000	347.8			
T	22.379615000	114.244100000	344.8			
T	22.379547000	114.243886000	343.1			
